Newcastle City Council Invoices over £250 paid in December 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,ABOUT TURN VETERANS SUPPORT SERVICE,6454860,Revenue,1MX19,Domestic Violence,"4,412.56"
Children's Services,Heaton Manor High School               ,Supplies & Services,02/12/2014,ACADEMICS,6413347,Revenue,1E+135,Heaton Manor Comprehensive,907.68
Children's Services,Heaton Manor High School               ,Supplies & Services,09/12/2014,ACADEMICS,6426728,Revenue,1E+135,Heaton Manor Comprehensive,817.25
Children's Services,Heaton Manor High School               ,Supplies & Services,18/12/2014,ACADEMICS,6453368,Revenue,1E+135,Heaton Manor Comprehensive,"1,170.00"
Children's Services,Heaton Manor High School               ,Supplies & Services,23/12/2014,ACADEMICS,6442184,Revenue,1E+135,Heaton Manor Comprehensive,"1,292.30"
Children's Services,Heaton Manor High School               ,Supplies & Services,30/12/2014,ACADEMICS,6453371,Revenue,1E+135,Heaton Manor Comprehensive,929.13
Chief Executive's,CD - Human Resources             ,Employees,23/12/2014,ACAS,6440637,Revenue,1FP80,Operational HR,"1,670.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ACCOUNTABILITY,6436119,Revenue,1MH40,Direct Payments PD,"2,782.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,23/12/2014,ACCOUNTABILITY,6458662,Revenue,1MH40,Direct Payments PD,"2,782.00"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,23/12/2014,ACORN DAIRY,6434921,Revenue,1KFX2,School Meals Overhead,"13,783.25"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,31/12/2014,ACORN DAIRY,6462607,Revenue,1KFX2,School Meals Overhead,"11,145.50"
Environment & Regeneration,NS: Asset Man              ,Premises,01/12/2014,ACROL AIR CONDITIONING CO LTD,6434859,Revenue,1XM22,Operational - Discovery,365.00
Environment & Regeneration,NS: Asset Man              ,Premises,15/12/2014,ACROL AIR CONDITIONING CO LTD,6442523,Revenue,1DF10,Theatre Royal Contribution,"1,747.87"
Environment & Regeneration,NS: Asset Man              ,Premises,15/12/2014,ACROL AIR CONDITIONING CO LTD,6442524,Revenue,1KL2A,Centre For Sport,806.00
Environment & Regeneration,NS: Asset Man              ,Premises,15/12/2014,ACROL AIR CONDITIONING CO LTD,6442525,Revenue,1FRAK,Sherrif Leas,300.00
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,11/12/2014,ACROL AIR CONDITIONING CO LTD,6447455,Revenue,1KBM0,Public & Educ O/H,353.84
Adult and Culture,Social Services                        ,Third Party Payments,24/12/2014,ACTION FIRST IPEOPLE LTD,6458988,Revenue,1MM94,Mental Capacity Act,380.00
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,ACTION FOR CHILDREN,6454970,Revenue,1MD72,Troubled Families Funding,"6,457.36"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ACTION FOR CHILDREN,6450549,Revenue,1MC22,IND Sector Foster Carer Costs,"11,176.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434636,Revenue,1EEM6,Woodlands Children's Centre,"7,261.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434637,Revenue,1EEB1,C&B CC Central Costs,"80,225.75"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434637,Revenue,1EEK1,Fenham Childrens Centre,"13,011.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434637,Revenue,1EEM6,Woodlands Children's Centre,"3,689.50"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434638,Revenue,1EEK1,Fenham Childrens Centre,"16,621.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434639,Revenue,1EEB1,C&B CC Central Costs,"16,127.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434639,Revenue,1EEK1,Fenham Childrens Centre,"16,954.50"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434639,Revenue,1EEM6,Woodlands Children's Centre,"4,806.00"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434640,Revenue,1EEJ7,Newburn Childrens Centre,"5,433.30"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434640,Revenue,1EEK6,Denton Westerhope Chldrn Cent,"10,262.90"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434640,Revenue,1EEH1,NBH CC Central Costs,"9,055.50"
Children's Services,Int Childhood Services     ,Third Party Payments,01/12/2014,ACTION FOR CHILDREN,6434640,Revenue,1EEL1,Lemington Childrens Centre,"5,433.30"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,ACTION FOUNDATION,6454858,Revenue,1MG91,VCS Commissioning OP,"3,760.54"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/12/2014,ACTIVE HORIZONS LTD,6450720,Revenue,1MG20,Residential Care OP,-495.80
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/12/2014,ACTIVE HORIZONS LTD,6450720,Revenue,1MK20,Residential Care LD,225.25
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/12/2014,ACTIVE HORIZONS LTD,6450720,Revenue,1MG20,Residential Care OP,"1,648.00"
Children's Services,Thomas Bewick Special School           ,Supplies & Services,01/12/2014,ACTIVE NORTHUMBERLAND,6434760,Revenue,1E+163,Thomas Bewick,625.00
Children's Services,Thomas Bewick Special School           ,Supplies & Services,22/12/2014,ACTIVE NORTHUMBERLAND,6452025,Revenue,1E+163,Thomas Bewick,740.00
Adult and Culture,Adult Serv Finance         ,Transfer Payments,08/12/2014,ACTIVE TRAVEL,6442512,Revenue,1E+212,Transport Special,"2,040.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,24/12/2014,ACTIVE TRAVEL,6442868,Revenue,1E+212,Transport Special,"1,900.00"
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,04/12/2014,AD MERCHANDISE LTD,6419427,Revenue,1KL0A,Leisure Factility Central O/H,"4,375.75"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,05/12/2014,ADARE LTD,6440811,Revenue,1FL02,IndividualElectoralRegistrn,"1,424.86"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,08/12/2014,ADARE LTD,6442638,Revenue,1FL02,IndividualElectoralRegistrn,904.98
Environment & Regeneration,CW School Security                     ,Premises,22/12/2014,ADT FIRE & SECURITY,6457368,Revenue,1E+75,Our Lady & St. Annes R.C. Prmy,339.27
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,01/12/2014,ADT FIRE & SECURITY,6423703,Capital,2E+48,Kenton Bar Primary School,"1,798.00"
Environment & Regeneration,NS: Asset Man              ,Premises,19/12/2014,ADT FIRE & SECURITY,6443828,Revenue,1FN02,Mansion House,"1,280.00"
Environment & Regeneration,NS: Asset Man              ,Premises,03/12/2014,ADT FIRE & SECURITY,6428853,Revenue,1HP01,Comm. Centres - Citywide,310.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,09/12/2014,ADT FIRE & SECURITY,6444589,Revenue,1KVWC,Minor Works Contracts,997.00
Chief Executive's,CD - Accountancy                 ,Supplies & Services,09/12/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6432787,Revenue,1RB16,Transformation Costs,"10,200.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,18/12/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6399577,Revenue,1FF51,Finance,319.29
Adult and Culture,Social Services                        ,Third Party Payments,02/12/2014,ADVANCED CHILDCARE GROUP,6436537,Revenue,1E20A,SB Independent Schools,"12,666.67"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ADVANCED CHILDCARE GROUP,6450566,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ADVANCED CHILDCARE GROUP,6450567,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ADVANCED CHILDCARE GROUP,6450568,Revenue,1MC12,Section 31A High Care Needs,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ADVANCED CHILDCARE GROUP,6450569,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,ADVANCED CHILDCARE GROUP,6450570,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Chief Executive's,CD - Legal Services              ,Supplies & Services,22/12/2014,ADVANCED LEGAL LTD,6457342,Revenue,1FA51,Coroner,795.00
Environment & Regeneration,NS: District Heating       ,Premises,24/12/2014,ADVANCED WATER TECHNOLOGIES,6455132,Revenue,1KR05,District Heating,"1,365.00"
Environment & Regeneration,NS: District Heating       ,Premises,19/12/2014,ADVANCED WATER TECHNOLOGIES,6455131,Revenue,1KR05,District Heating,"1,365.00"
Environment & Regeneration,NS: District Heating       ,Premises,29/12/2014,ADVANCED WATER TECHNOLOGIES,6455133,Revenue,1KR05,District Heating,"3,221.12"
HRA,HRA Property Maint         ,Premises,11/12/2014,ADVANTAGE UTILTITIES LTD,6434971,Revenue,1HBTC,Planned Tech Maintenance,975.00
Environment & Regeneration,Fleet Management System                ,Supplies & Services,24/12/2014,AEBI SCHMIDT UK LTD,6452346,Revenue,3KES1,Fleetmaster Stores Account,258.89
Environment & Regeneration,Fleet Management System                ,Supplies & Services,22/12/2014,AEBI SCHMIDT UK LTD,6445597,Revenue,3KES1,Fleetmaster Stores Account,363.47
Environment & Regeneration,Fleet Management System                ,Supplies & Services,29/12/2014,AEBI SCHMIDT UK LTD,6455698,Revenue,1KESJ,Hort Workshops Routine Repair,440.59
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,12/12/2014,AECOM,6448984,Revenue,1V046,Freight Partnership,"8,013.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,12/12/2014,AECOM,6448985,Revenue,1V046,Freight Partnership,"9,384.00"
Children's Services,Educ School Planning    ,Supplies & Services,15/12/2014,AFTER ADOPTION,6447877,Revenue,1MF11,Adoption Unit,"12,357.00"
Environment & Regeneration,Highways                               ,Supplies & Services,19/12/2014,AGD SYSTEMS LTD,6448745,Revenue,3KIMF,Highways Stock Account,"9,200.00"
Adult and Culture,Social Services                        ,Third Party Payments,05/12/2014,AGE UK NEWCASTLE,6425447,Revenue,1MG55,Extra Care Housing,"20,955.37"
Adult and Culture,Social Services                        ,Third Party Payments,24/12/2014,AGE UK NEWCASTLE,6447627,Revenue,1MG55,Extra Care Housing,"24,117.34"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,AGE UK NEWCASTLE,6454829,Revenue,1MG60,Day Care OP,"20,811.84"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,AGE UK NEWCASTLE,6454829,Revenue,1MG88,Age Friendly Unit,"3,209.08"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,AGE UK NEWCASTLE,6454829,Revenue,1FA23,Support To Elders Council,"10,480.12"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,AGE UK NEWCASTLE,6454935,Revenue,1MG91,VCS Commissioning OP,"5,013.19"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453092,Revenue,1MG50,Home Care-Spot Purchased OP,"1,197.70"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453092,Revenue,1MH50,Home Care PD,"7,740.80"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453155,Revenue,1MG51,Home Care-Personal OP,"55,911.18"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453155,Revenue,1MH50,Home Care PD,"5,402.11"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453155,Revenue,1MK51,Home Care LD,804.42
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453155,Revenue,1MM50,Home Care MH,"1,295.51"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453170,Revenue,1MH50,Home Care PD,"6,321.14"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453171,Revenue,1MH50,Home Care PD,"6,937.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453173,Revenue,1MH50,Home Care PD,262.43
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453174,Revenue,1MH50,Home Care PD,"1,369.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453175,Revenue,1MH50,Home Care PD,"1,665.88"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,AGE UK NEWCASTLE,6453177,Revenue,1MH50,Home Care PD,"1,780.08"
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,17/12/2014,AHA DISTRIBUTION,6434900,Revenue,1KL3A,City Hall,854.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,15/12/2014,AIR TECHNIQUE,6449749,Revenue,1KVEM,Mechanical Stand Alone Works,"4,185.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,16/12/2014,AK CHILDCARE LTD,6450571,Revenue,1MC02,Ind Sector Placements,"11,200.00"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,01/12/2014,AKW MEDI-CARE LTD,6418276,Revenue,1KBAA,Building Contracts,349.68
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02/12/2014,AKW MEDI-CARE LTD,6431095,Revenue,1KBAA,Building Contracts,365.87
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/12/2014,AKW MEDI-CARE LTD,6432663,Revenue,1KBAA,Building Contracts,349.68
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/12/2014,AKW MEDI-CARE LTD,6442952,Revenue,1KBAA,Building Contracts,349.68
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/12/2014,AKW MEDI-CARE LTD,6442953,Revenue,1KBAA,Building Contracts,309.66
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/12/2014,AKW MEDI-CARE LTD,6432793,Revenue,1KBAA,Building Contracts,253.54
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,19/12/2014,AKW MEDI-CARE LTD,6434668,Revenue,1KBAA,Building Contracts,330.93
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,31/12/2014,AKW MEDI-CARE LTD,6457434,Revenue,1KBM0,Public & Educ O/H,"1,398.60"
Environment & Regeneration,E&R Parking Services       ,Premises,19/12/2014,ALAN CARR DESIGN & PRINT,6452251,Revenue,1V204,Car Parking Infrastructure,"1,086.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALBANY HOUSE  (WHITLEY BAY),6436300,Revenue,1MM20,Residential Care MH,"9,711.60"
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,10/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6399952,Capital,2FT14,Property Services,"9,374.50"
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,11/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6442351,Capital,2FT14,Property Services,"2,993.00"
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,11/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6447387,Capital,2FT14,Property Services,"9,374.50"
Children's Services,Childrens Services Support       ,Supplies & Services,30/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6450398,Revenue,1MB22,Initial Response Service,259.00
Children's Services,Educ North Moor Sure S     ,Supplies & Services,16/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6428810,Revenue,1EED1,North Moor CC Central Costs,254.00
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,05/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6392734,Revenue,1KKU5,Civic Centre Control,475.00
Environment & Regeneration,CW Services to Schools           ,Premises,22/12/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6457388,Revenue,1KVWC,Minor Works Contracts,"1,100.00"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,19/12/2014,ALBERT KENNEDY TRUST OUTPOST,6454937,Revenue,1FC40,Cee Central Team,"2,506.14"
Chief Executive's,CD - Legal Services              ,Supplies & Services,23/12/2014,ALERE TOXICOLOGY,6458935,Revenue,1MD68,Legal Fees Care,547.40
Chief Executive's,CD - Legal Services              ,Supplies & Services,23/12/2014,ALERE TOXICOLOGY,6458937,Revenue,1MD68,Legal Fees Care,547.40
Children's Services,St Michaels RC Primary School          ,Supplies & Services,08/12/2014,ALERE TOXICOLOGY,6443088,Revenue,1E+91,St. Michaels R.C. Primary,819.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/12/2014,ALEXANDRA HOUSE,6450642,Revenue,1MG20,Residential Care OP,-991.60
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,16/12/2014,ALEXANDRA HOUSE,6450642,Revenue,1MG20,Residential Care OP,"3,760.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALEXANDRA PARK,6436343,Revenue,1MM20,Residential Care MH,"16,525.92"
Children's Services,Benfield Secon/High School             ,Supplies & Services,18/12/2014,ALKEMYGOLD LTD,6451916,Revenue,1E+133,Benfield Comprehensive,500.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436355,Revenue,1MG10,Nursing Care OP,"-8,678.80"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436355,Revenue,1MG20,Residential Care OP,"-5,267.84"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436355,Revenue,1MG10,Nursing Care OP,"81,492.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436355,Revenue,1MG20,Residential Care OP,"23,632.16"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436355,Revenue,1MM20,Residential Care MH,"7,678.08"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,02/12/2014,ALLAN COURT RESIDENTIAL HOME,6436368,Revenue,1MG10,Nursing Care OP,887.12
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,ALLIED HEALTHCARE GROUP,6453163,Revenue,1MG51,Home Care-Personal OP,"58,772.70"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,ALLIED HEALTHCARE GROUP,6453163,Revenue,1MH50,Home Care PD,"12,607.62"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,ALLIED HEALTHCARE GROUP,6453163,Revenue,1MK51,Home Care LD,"3,712.86"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/12/2014,ALLIED HEALTHCARE GROUP,6453163,Revenue,1MM50,Home Care MH,"2,101.99"
HRA,HRA Income                 ,Supplies & Services,16/12/2014,ALLPAY.NET LIMITED,6450877,Revenue,1HEIG,Income General,452.59
HRA,HRA Income                 ,Supplies & Services,16/12/2014,ALLPAY.NET LIMITED,6450948,Revenue,1HEIG,Income General,20.96
HRA,HRA Income                 ,Supplies & Services,16/12/2014,ALLPAY.NET LIMITED,6450957,Revenue,1HEIG,Income General,72.69
