Newcastle City Council Invoices over £250 paid in July 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295002,Revenue,1KVWC,Minor Works Contracts,315.19
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295011,Revenue,1KVWC,Minor Works Contracts,"2,008.74"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295012,Revenue,1KVWC,Minor Works Contracts,255.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295013,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295017,Revenue,1KVWC,Minor Works Contracts,255.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295018,Revenue,1KVWC,Minor Works Contracts,"1,455.16"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295020,Revenue,1KVWC,Minor Works Contracts,605.76
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295021,Revenue,1KVWC,Minor Works Contracts,255.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295024,Revenue,1KVWC,Minor Works Contracts,"2,025.77"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,08/07/2014,A&J KEITH LTD,6295025,Revenue,1KVWC,Minor Works Contracts,"1,326.25"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,25/07/2014,A&J KEITH LTD,6311442,Revenue,1KVWC,Minor Works Contracts,957.93
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,25/07/2014,A&J KEITH LTD,6311475,Revenue,1KVWC,Minor Works Contracts,384.65
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,25/07/2014,A&J KEITH LTD,6311517,Revenue,1KVWC,Minor Works Contracts,"1,003.70"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306256,Revenue,1KVWC,Minor Works Contracts,"2,120.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306257,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306258,Revenue,1KVWC,Minor Works Contracts,"2,510.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306260,Revenue,1KVWC,Minor Works Contracts,"2,020.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306261,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306262,Revenue,1KVWC,Minor Works Contracts,"1,995.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306263,Revenue,1KVWC,Minor Works Contracts,"1,820.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306283,Revenue,1KVWC,Minor Works Contracts,"2,020.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306284,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306285,Revenue,1KVWC,Minor Works Contracts,"2,020.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306286,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306287,Revenue,1KVWC,Minor Works Contracts,"2,029.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306288,Revenue,1KVWC,Minor Works Contracts,"1,920.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/07/2014,A&J KEITH LTD,6306291,Revenue,1KVWC,Minor Works Contracts,"2,335.00"
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,11/07/2014,A&J KEITH LTD,6297981,Revenue,1KBRM,Sub Contractors R & M,"91,217.54"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/07/2014,AAA CHEMICALS LTD,6313295,Revenue,3KES1,Fleetmaster Stores Account,570.20
HRA,HRA Planning QS            ,Premises,25/07/2014,AARAN BUILDERS (NE) LTD,6311620,Revenue,1HEOW,HRA O/W NHD Mngmnt Gen,528.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/07/2014,ABBEYFIELD CASTLE FARM,6300483,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABBEYFIELD CASTLE FARM,6300483,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/07/2014,ABBEYFIELD THE GROVE,6300471,Revenue,1MG20,Ind Res Care Elderly,"-2,080.48"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABBEYFIELD THE GROVE,6300471,Revenue,1MG20,Ind Res Care Elderly,"3,938.56"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/07/2014,ABBEYMOOR,6300484,Revenue,1MM10,Ind Nursing Care MH,-397.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABBEYMOOR,6300484,Revenue,1MG10,Ind Nursing Care Elderly,"3,462.52"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABBEYMOOR,6300484,Revenue,1MM10,Ind Nursing Care MH,"2,010.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABBEYMOOR,6300484,Revenue,1MM20,Ind Res Care MH,"4,000.00"
Adult and Culture,AS - Learning City         ,Supplies & Services,11/07/2014,ABC AWARDS,6282332,Revenue,1EA15,Newcastle City Learning Main,295.00
Adult and Culture,AS - Learning City         ,Supplies & Services,28/07/2014,ABC AWARDS,6313165,Revenue,1EA15,Newcastle City Learning Main,250.75
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/07/2014,ABIGAIL HOUSE,6300485,Revenue,1MG20,Ind Res Care Elderly,"-9,905.73"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",15/07/2014,ABIGAIL HOUSE,6300486,Revenue,1MG20,Ind Res Care Elderly,"1,679.01"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABIGAIL HOUSE,6300485,Revenue,1MG20,Ind Res Care Elderly,"35,213.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ABIGAIL HOUSE,6300486,Revenue,1MG20,Ind Res Care Elderly,934.86
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,24/07/2014,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,6309500,Revenue,1V123,Blue Badge Applications,"1,061.20"
Children's Services,Int Childhood Services     ,Supplies & Services,24/07/2014,ACAS,6310691,Revenue,1E51J,Childrens Centre,835.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08/07/2014,ACCEPT CARE,6295143,Revenue,1MK51,Ind Home-Per Care LD,-176.65
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,ACCEPT CARE,6295143,Revenue,1MK50,Ind Supported Living LD,"1,103.30"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,ACCEPT CARE,6295143,Revenue,1MK51,Ind Home-Per Care LD,"2,978.91"
Chief Executive's,CD - Business Dev Centres        ,Premises,29/07/2014,ACCESS SOLUTIONS MASTER LOCKSMITHS,6305246,Revenue,1DE50,i6- Charlotte Square NEC,455.70
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,15/07/2014,ACCOUNTABILITY,6301179,Revenue,1MH40,Direct Payments PD,"2,782.00"
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,18/07/2014,ACME,6305729,Revenue,1KF04,Staff Restaurant,281.23
Environment & Regeneration,NS: Resources              ,Supplies & Services,21/07/2014,ACP,6304941,Revenue,1KSCD,External Vehicle Tracking,"4,474.00"
Environment & Regeneration,NS: Asset Man              ,Premises,29/07/2014,ACROL AIR CONDITIONING CO LTD,6314183,Revenue,1KKX1,Civic Centre Direct Costs,"1,952.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ACTION FOR CHILDREN,6288789,Revenue,1MC22,IND Sector Foster Carer Costs,"14,456.00"
Children's Services,Int Childhood Services     ,Third Party Payments,25/07/2014,ACTION FOR CHILDREN,6311527,Revenue,1EEJ7,Newburn Childrens Centre,"5,433.30"
Children's Services,Int Childhood Services     ,Third Party Payments,25/07/2014,ACTION FOR CHILDREN,6311527,Revenue,1EEK6,Denton Westerhope Chldrn Cent,"10,262.90"
Children's Services,Int Childhood Services     ,Third Party Payments,25/07/2014,ACTION FOR CHILDREN,6311527,Revenue,1EEH1,NBH CC Central Costs,"9,055.50"
Children's Services,Int Childhood Services     ,Third Party Payments,25/07/2014,ACTION FOR CHILDREN,6311527,Revenue,1EEL1,Lemington Childrens Centre,"5,433.30"
Children's Services,Int Childhood Services     ,Third Party Payments,31/07/2014,ACTION FOR CHILDREN,6317667,Revenue,1EEK1,Fenham Childrens Centre,"16,621.00"
Children's Services,Int Childhood Services     ,Third Party Payments,28/07/2014,ACTION FOR CHILDREN,6312186,Revenue,1EEB1,C&B CC Central Costs,"19,360.26"
Children's Services,Int Childhood Services     ,Third Party Payments,28/07/2014,ACTION FOR CHILDREN,6312186,Revenue,1EEK1,Fenham Childrens Centre,"14,434.95"
Children's Services,Int Childhood Services     ,Third Party Payments,28/07/2014,ACTION FOR CHILDREN,6312186,Revenue,1EEM6,Woodlands Children's Centre,"4,091.79"
Children's Services,Int Childhood Services     ,Third Party Payments,21/07/2014,ACTION FOR CHILDREN,6288505,Revenue,1EEB1,C&B CC Central Costs,"67,000.75"
Children's Services,Int Childhood Services     ,Third Party Payments,21/07/2014,ACTION FOR CHILDREN,6288505,Revenue,1EEK1,Fenham Childrens Centre,"13,011.00"
Children's Services,Int Childhood Services     ,Third Party Payments,21/07/2014,ACTION FOR CHILDREN,6288505,Revenue,1EEM6,Woodlands Children's Centre,"3,689.50"
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,09/07/2014,ACTION ON HEARING LOSS,6296269,Revenue,1MH70,Phy Disability-Sensory Support,"1,106.89"
Children's Services,Educ School Planning    ,Third Party Payments,25/07/2014,ACTIVE 8 CARE LTD,6311345,Revenue,1MF01,16+ Team (YP),"10,742.88"
Children's Services,Educ School Planning    ,Third Party Payments,25/07/2014,ACTIVE 8 CARE LTD,6311377,Revenue,1MF01,16+ Team (YP),"20,814.33"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",01/07/2014,ACTIVE HORIZONS LTD,6287362,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",29/07/2014,ACTIVE HORIZONS LTD,6314741,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01/07/2014,ACTIVE HORIZONS LTD,6287362,Revenue,1MG20,Ind Res Care Elderly,"1,648.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,01/07/2014,ACTIVE HORIZONS LTD,6287362,Revenue,1MK20,Ind Res Care LD,425.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,29/07/2014,ACTIVE HORIZONS LTD,6314741,Revenue,1MG20,Ind Res Care Elderly,"1,648.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,03/07/2014,ACTIVE TRAVEL,6289950,Revenue,1E+212,Transport Special,"1,235.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/07/2014,ACTIVE TRAVEL,6293833,Revenue,1E+212,Transport Special,"1,900.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/07/2014,ACTIVE TRAVEL,6293860,Revenue,1E+212,Transport Special,"2,040.00"
Children's Services,Childrens Services Support       ,Transfer Payments,04/07/2014,ACTIVE TRAVEL,6289969,Revenue,1E+212,Transport Special,"1,326.00"
Environment & Regeneration,E&R Raising Participation        ,Supplies & Services,01/07/2014,AD MERCHANDISE LTD,6285725,Revenue,1KLH0,Sports Dev,705.00
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,01/07/2014,ADARE LTD,6286921,Revenue,1FK03,Municipal Elections,"9,550.06"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,01/07/2014,ADARE LTD,6286922,Revenue,1FK03,Municipal Elections,"51,641.08"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,29/07/2014,ADARE LTD,6314596,Revenue,1FL01,Electoral Registration Unit,"2,402.54"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,29/07/2014,ADARE LTD,6315165,Revenue,1FL01,Electoral Registration Unit,"1,856.46"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,25/07/2014,ADARE LTD,6311690,Revenue,1FL01,Electoral Registration Unit,"54,701.08"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,28/07/2014,ADARE LTD,6312276,Revenue,1FL01,Electoral Registration Unit,"1,490.04"
Environment & Regeneration,NS: District Heating       ,Premises,23/07/2014,ADC ELECTRICAL CO LTD(F),6288884,Revenue,1KR05,District Heating,278.98
Children's Services,Childrens Services Support       ,Third Party Payments,11/07/2014,ADOPTION UK,6292857,Revenue,1MF12,Adoption Interagency,330.00
Children's Services,Childrens Services Support       ,Third Party Payments,11/07/2014,ADOPTION UK,6292954,Revenue,1MF12,Adoption Interagency,435.00
Children's Services,Childrens Services Support       ,Third Party Payments,11/07/2014,ADOPTION UK,6292998,Revenue,1MF12,Adoption Interagency,330.00
Children's Services,Childrens Services Support       ,Third Party Payments,11/07/2014,ADOPTION UK,6293048,Revenue,1MF12,Adoption Interagency,435.00
Chief Executive's,CD - Business Dev Centres        ,Supplies & Services,28/07/2014,ADT FIRE & SECURITY,6311466,Revenue,1DE49,i4- Quayside NEC,520.64
Children's Services,Educ Fossway S/Start       ,Premises,28/07/2014,ADT FIRE & SECURITY,6302912,Revenue,1EEE1,East CC Central Costs,449.90
Environment & Regeneration,CW School Security                     ,Premises,07/07/2014,ADT FIRE & SECURITY,6292405,Revenue,1KJ94,Security Services Delegated,"1,535.40"
Environment & Regeneration,CW School Security                     ,Premises,07/07/2014,ADT FIRE & SECURITY,6292406,Revenue,1KJ94,Security Services Delegated,300.34
Environment & Regeneration,CW School Security                     ,Premises,07/07/2014,ADT FIRE & SECURITY,6292795,Revenue,1KJ94,Security Services Delegated,"1,337.60"
Environment & Regeneration,CW School Security                     ,Premises,18/07/2014,ADT FIRE & SECURITY,6306298,Revenue,1KJ94,Security Services Delegated,263.87
HRA,HRA Planning QS            ,Premises,29/07/2014,ADT FIRE & SECURITY,6309999,Revenue,1HBTC,Planned Tech Maintenance,291.77
Chief Executive's,CD - Accountancy                 ,Supplies & Services,25/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6310318,Revenue,1RB16,Transformation Costs,"33,150.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,24/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6310314,Revenue,1FF51,Finance,"14,875.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,24/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6310324,Revenue,1CF00,Payroll,"3,400.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,24/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6310325,Revenue,1CF00,Payroll,335.84
Chief Executive's,CD - Accountancy                 ,Supplies & Services,24/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6310327,Revenue,1FF51,Finance,"1,700.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,30/07/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6317552,Revenue,1FF51,Finance,850.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,04/07/2014,ADVANCED CALIBRATIONS LTD,6290955,Revenue,1KVEE,Electrical Stand Alone Works,329.00
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ADVANCED CHILDCARE GROUP,6288812,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ADVANCED CHILDCARE GROUP,6288813,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ADVANCED CHILDCARE GROUP,6288815,Revenue,1MC02,Ind Sector Placements,"5,142.86"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ADVANCED CHILDCARE GROUP,6288816,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,02/07/2014,ADVANCED CHILDCARE GROUP,6288817,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,08/07/2014,AEBI SCHMIDT UK LTD,6294214,Revenue,3KES1,Fleetmaster Stores Account,264.75
Environment & Regeneration,Fleet Management System                ,Supplies & Services,08/07/2014,AEBI SCHMIDT UK LTD,6294215,Revenue,3KES1,Fleetmaster Stores Account,577.74
Environment & Regeneration,Fleet Management System                ,Supplies & Services,31/07/2014,AEBI SCHMIDT UK LTD,6303751,Revenue,3KES1,Fleetmaster Stores Account,822.04
Environment & Regeneration,Fleet Management System                ,Supplies & Services,11/07/2014,AEBI SCHMIDT UK LTD,6294216,Revenue,3KES1,Fleetmaster Stores Account,"1,244.00"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/07/2014,AEBI SCHMIDT UK LTD,6303634,Revenue,3KES1,Fleetmaster Stores Account,317.36
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,14/07/2014,AEROVISION LTD,6299533,Revenue,1KVEE,Electrical Stand Alone Works,"2,030.00"
Environment & Regeneration,Highways                               ,Supplies & Services,04/07/2014,AGD SYSTEMS LTD,6290825,Revenue,1KEMC,Highways,"1,500.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317461,Revenue,1KELA,Traffic Sig General O/H,30.00
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317461,Revenue,3KIMF,Highways Stock Account,"7,840.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317561,Revenue,1KEMC,Highways,60.00
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317561,Revenue,3KIMF,Highways Stock Account,"5,680.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317562,Revenue,3KIMF,Highways Stock Account,"12,705.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317562,Revenue,1KELJ,Traffic Sig Newcastle Recharge,110.00
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317563,Revenue,1KELA,Traffic Sig General O/H,30.00
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317563,Revenue,3KIMF,Highways Stock Account,"7,360.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317564,Revenue,1KEMC,Highways,"1,000.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317565,Revenue,1KELA,Traffic Sig General O/H,130.00
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317565,Revenue,3KIMF,Highways Stock Account,"13,905.00"
Environment & Regeneration,Highways                               ,Supplies & Services,31/07/2014,AGD SYSTEMS LTD,6317566,Revenue,1KELA,Traffic Sig General O/H,827.00
Environment & Regeneration,Highways                               ,Supplies & Services,07/07/2014,AGD SYSTEMS LTD,6278484,Revenue,1KEMC,Highways,"2,190.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/07/2014,AGE UK NEWCASTLE,6289419,Revenue,1MH50,Ind Home Spot Pur PD,"6,321.14"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6288442,Revenue,1MH50,Ind Home Spot Pur PD,"1,460.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6288452,Revenue,1MH50,Ind Home Spot Pur PD,"6,937.28"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6288460,Revenue,1MH50,Ind Home Spot Pur PD,"1,369.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6288471,Revenue,1MH50,Ind Home Spot Pur PD,"1,780.08"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6288510,Revenue,1MH50,Ind Home Spot Pur PD,273.84
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/07/2014,AGE UK NEWCASTLE,6291518,Revenue,1MH50,Ind Home Spot Pur PD,"1,665.88"
Adult and Culture,Social Services                        ,Third Party Payments,15/07/2014,AGE UK NEWCASTLE,6286597,Revenue,1MG55,Extra Care Housing,"20,724.37"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,14/07/2014,AGE UK NEWCASTLE,6299806,Revenue,1MG60,Ind Day Care Elderly,"20,698.16"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,14/07/2014,AGE UK NEWCASTLE,6299806,Revenue,1MG88,Get Up And Go Older People,"3,209.08"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,14/07/2014,AGE UK NEWCASTLE,6299806,Revenue,1FA23,Support To Elders Council,"10,480.12"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295127,Revenue,1MG50,Ind Home Spot Pur Elderly,"3,038.50"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295127,Revenue,1MH50,Ind Home Spot Pur PD,"9,758.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295127,Revenue,1MM50,Ind Home - Spot Pur MH,-882.05
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295185,Revenue,1MG51,Ind Home Per Care Elderly,"46,568.39"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295185,Revenue,1MH50,Ind Home Spot Pur PD,"5,561.87"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295185,Revenue,1MK51,Ind Home-Per Care LD,761.72
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08/07/2014,AGE UK NEWCASTLE,6295185,Revenue,1MM50,Ind Home - Spot Pur MH,"1,412.42"
Environment & Regeneration,NS: Asset Man              ,Premises,03/07/2014,AIR TECHNIQUE,6289562,Revenue,1DF71,High Bridge Studios & Gallery,"1,125.00"
Adult and Culture,Social Services                        ,Premises,04/07/2014,AJP PROPERTY SERVICES LTD,6290598,Revenue,1MN30,Asylum Seekers Adults,"1,820.00"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/07/2014,AKW MEDI-CARE LTD,6288174,Revenue,1KBAA,Building Contracts,349.68
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/07/2014,AKW MEDI-CARE LTD,6292342,Revenue,1KBAA,Building Contracts,349.68
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/07/2014,AKW MEDI-CARE LTD,6292402,Revenue,1KBAA,Building Contracts,330.93
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,08/07/2014,AKW MEDI-CARE LTD,6292403,Revenue,1KBAA,Building Contracts,309.66
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/07/2014,AKW MEDI-CARE LTD,6296150,Revenue,3KIMD,Other Stores Stock Account,537.20
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,09/07/2014,AKW MEDI-CARE LTD,6296407,Revenue,1KBAA,Building Contracts,531.03
