Newcastle City Council Invoices over £250 paid in October 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,07/10/2014,A&J KEITH LTD,6380303,Revenue,1KVWC,Minor Works Contracts,"2,861.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,07/10/2014,A&J KEITH LTD,6380567,Revenue,1KVWC,Minor Works Contracts,"2,020.00"
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,03/10/2014,A&J KEITH LTD,6376944,Revenue,1KBRM,Sub Contractors R & M,"98,656.69"
Chief Executive's,CD-Communications and Marketing  ,Supplies & Services,30/10/2014,AA GLOBAL LANGUAGES SERVICES LTD,6406384,Revenue,1FT08,Translation Unit,"1,878.47"
Chief Executive's,CD - Communities                 ,Supplies & Services,16/10/2014,AA SIGNS,6389308,Revenue,1KN24,Wingrove Ward,675.00
Environment & Regeneration,Fleet Management System                ,Supplies & Services,21/10/2014,AAA CHEMICALS LTD,6395020,Revenue,3KES1,Fleetmaster Stores Account,575.86
Children's Services,Byker Community Primary School         ,Supplies & Services,27/10/2014,AARON TREVOR MPOFU,6399891,Revenue,1E+38,Byker Primary,300.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/10/2014,ABBEYFIELD CASTLE FARM,6380392,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ABBEYFIELD CASTLE FARM,6380392,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/10/2014,ABBEYFIELD THE GROVE,6380383,Revenue,1MG20,Ind Res Care Elderly,"-1,481.68"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ABBEYFIELD THE GROVE,6380383,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/10/2014,ABBEYMOOR,6380393,Revenue,1MM10,Ind Nursing Care MH,-397.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ABBEYMOOR,6380393,Revenue,1MM10,Ind Nursing Care MH,"2,010.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ABBEYMOOR,6380393,Revenue,1MM20,Ind Res Care MH,"4,000.00"
Children's Services,Schools Payment Agency                 ,Employees,29/10/2014,ABC DOES LTD,6404616,Revenue,1E+33,Benton Park Primary,398.00
Children's Services,Schools Payment Agency                 ,Premises,07/10/2014,ABEL ALARM COMPANY LTD,6379716,Revenue,1E+288,Walkergate Nursery,273.00
Children's Services,Schools Payment Agency                 ,Premises,07/10/2014,ABEL ALARM COMPANY LTD,6379719,Revenue,1E+288,Walkergate Nursery,462.00
Adult and Culture,Social Services                        ,Third Party Payments,23/10/2014,ABIGAIL HOUSE,6397409,Revenue,1MG20,Ind Res Care Elderly,"9,123.99"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",07/10/2014,ABIGAIL HOUSE,6380394,Revenue,1MG20,Ind Res Care Elderly,"-9,329.16"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ABIGAIL HOUSE,6380394,Revenue,1MG20,Ind Res Care Elderly,"40,365.87"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,03/10/2014,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,6376979,Revenue,1V123,Blue Badge Applications,"1,078.00"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,01/10/2014,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,6374650,Revenue,1V123,Blue Badge Applications,"1,054.20"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,29/10/2014,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,6394769,Revenue,1V123,Blue Badge Applications,873.60
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6390658,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6390660,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6390662,Revenue,1E756,Oakfield Solutions(LSC),803.76
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6390704,Revenue,1E756,Oakfield Solutions(LSC),650.06
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6390711,Revenue,1E+170,Bridges School-Hospital,495.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,21/10/2014,ACADEMICS,6394391,Revenue,1E+164,Trinity,"1,676.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6393996,Revenue,1E756,Oakfield Solutions(LSC),480.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6394013,Revenue,1E756,Oakfield Solutions(LSC),640.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6394017,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6394019,Revenue,1E756,Oakfield Solutions(LSC),600.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6399643,Revenue,1E+285,Monkchester Rd Nursery,360.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/10/2014,ACADEMICS,6399647,Revenue,1E+170,Bridges School-Hospital,297.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6377201,Revenue,1E+170,Bridges School-Hospital,495.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6382863,Revenue,1E756,Oakfield Solutions(LSC),615.70
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6382866,Revenue,1E756,Oakfield Solutions(LSC),820.20
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6382867,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6382872,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,14/10/2014,ACADEMICS,6382876,Revenue,1E+164,Trinity,"1,926.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,07/10/2014,ACADEMICS,6377177,Revenue,1E+170,Bridges School-Hospital,396.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,01/10/2014,ACADEMICS,6374337,Revenue,1E+164,Trinity,"1,350.00"
Children's Services,Schools Payment Agency                 ,Supplies & Services,01/10/2014,ACADEMICS,6374338,Revenue,1E756,Oakfield Solutions(LSC),807.60
Children's Services,Schools Payment Agency                 ,Supplies & Services,01/10/2014,ACADEMICS,6374339,Revenue,1E756,Oakfield Solutions(LSC),320.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,01/10/2014,ACADEMICS,6374340,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,01/10/2014,ACADEMICS,6374341,Revenue,1E756,Oakfield Solutions(LSC),480.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,16/10/2014,ACADEMICS,6389330,Revenue,1E+285,Monkchester Rd Nursery,673.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,06/10/2014,ACADEMICS,6378523,Revenue,1E+164,Trinity,"2,403.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,07/10/2014,ACCOUNTABILITY,6379860,Revenue,1MH40,Direct Payments PD,"2,782.00"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,21/10/2014,ACORN DAIRY,6382810,Revenue,1KFX2,School Meals Overhead,"10,188.58"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,28/10/2014,ACORN DAIRY,6402901,Revenue,1KFX2,School Meals Overhead,"14,408.25"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ACORN HOUSE,6393811,Revenue,1MC22,IND Sector Foster Carer Costs,"3,054.28"
Environment & Regeneration,NS: Resources              ,Supplies & Services,21/10/2014,ACP,6385464,Revenue,1KSCD,External Vehicle Tracking,"5,178.42"
Environment & Regeneration,NS: Asset Man              ,Premises,23/10/2014,ACROL AIR CONDITIONING CO LTD,6382991,Revenue,1KKX1,Civic Centre Direct Costs,"1,355.00"
Environment & Regeneration,NS: Asset Man              ,Premises,27/10/2014,ACROL AIR CONDITIONING CO LTD,6401512,Revenue,1KL1D,East End Pool,631.58
Environment & Regeneration,NS: City Transport         ,Supplies & Services,31/10/2014,ACROL AIR CONDITIONING CO LTD,6401118,Revenue,1KENB,Fleet Workshops OH,342.60
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ACTION FOR CHILDREN,6393824,Revenue,1MC22,IND Sector Foster Carer Costs,"14,456.00"
Children's Services,Educ Perf Mon              ,Supplies & Services,10/10/2014,ACTION FOR CHILDREN,6385222,Revenue,1MD72,Troubled Families Funding,"10,000.00"
Children's Services,Educ Perf Mon              ,Supplies & Services,10/10/2014,ACTION FOR CHILDREN,6385226,Revenue,1MD72,Troubled Families Funding,"10,000.00"
Children's Services,Walker Secon/High School               ,Supplies & Services,30/10/2014,ACTIV TRAINING LIMITED,6400009,Revenue,1E+137,Walker Comprehensive,600.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",21/10/2014,ACTIVE HORIZONS LTD,6394275,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,21/10/2014,ACTIVE HORIZONS LTD,6394275,Revenue,1MG20,Ind Res Care Elderly,"1,648.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/10/2014,ACTIVE TRAVEL,6375699,Revenue,1E+212,Transport Special,"1,836.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,02/10/2014,ACTIVE TRAVEL,6375700,Revenue,1E+212,Transport Special,"1,710.00"
Children's Services,Lemington First School                 ,Premises,02/10/2014,AD PROPERTY MAINTENANCE & JOINERY SERVIC,6375518,Revenue,1E+19,Lemington Riverside Primary,"1,930.00"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,13/10/2014,ADARE LTD,6386465,Revenue,1FL02,IndividualElectoralRegistrn,743.43
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,13/10/2014,ADARE LTD,6386719,Revenue,1FL02,IndividualElectoralRegistrn,"1,618.26"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,10/10/2014,ADARE LTD,6385519,Revenue,1FL02,IndividualElectoralRegistrn,"5,358.48"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,14/10/2014,ADARE LTD,6387235,Revenue,1FL02,IndividualElectoralRegistrn,"4,400.69"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,01/10/2014,ADARE LTD,6374637,Revenue,1FL02,IndividualElectoralRegistrn,"1,949.24"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,29/10/2014,ADARE LTD,6404786,Revenue,1FL02,IndividualElectoralRegistrn,"1,510.64"
Adult and Culture,Adult Serv Finance         ,Employees,09/10/2014,ADASS TREASURY,6383865,Revenue,1MA01,Director of Wellbeing Care & L,450.00
Chief Executive's,Council Tax & NNDR                     ,Supplies & Services,16/10/2014,ADDERSTONE GROUP LTD,6390175,Revenue,3RC06,Council Tax Refunds Suspense,881.28
Children's Services,Educ Perf Mon              ,Premises,30/10/2014,ADT FIRE & SECURITY,6406123,Revenue,1E+217,City Learning Centre,363.89
Children's Services,Schools Payment Agency                 ,Premises,03/10/2014,ADT FIRE & SECURITY,6375556,Revenue,1E+48,Kenton Bar Primary,271.00
Children's Services,Schools Payment Agency                 ,Premises,24/10/2014,ADT FIRE & SECURITY,6400351,Revenue,1E+52,Moorside Primary,"2,106.00"
Children's Services,Schools Payment Agency                 ,Premises,06/10/2014,ADT FIRE & SECURITY,6375550,Revenue,1E+48,Kenton Bar Primary,"1,453.19"
Children's Services,Schools Payment Agency                 ,Premises,06/10/2014,ADT FIRE & SECURITY,6375555,Revenue,1E+48,Kenton Bar Primary,966.79
Environment & Regeneration,CW School Security                     ,Capital Expenditure,31/10/2014,ADT FIRE & SECURITY,6408242,Capital,2E+27,Walbottle First School,386.63
Environment & Regeneration,CW School Security                     ,Premises,22/10/2014,ADT FIRE & SECURITY,6396928,Revenue,1E323,School Reorganisation,631.65
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,31/10/2014,ADT FIRE & SECURITY,6408295,Capital,2E+81,St. Charles' R.C. Primary Sch,460.00
Environment & Regeneration,NS: Asset Man              ,Premises,31/10/2014,ADT FIRE & SECURITY,6404739,Revenue,1FRA3,CSC Denton,416.00
Chief Executive's,CD - Accountancy                 ,Supplies & Services,30/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6406110,Revenue,1FF51,Finance,320.17
Chief Executive's,CD - Accountancy                 ,Supplies & Services,14/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6387797,Revenue,1FF51,Finance,"27,000.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,08/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6382496,Revenue,1FF51,Finance,"8,500.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,27/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6391725,Revenue,1FF51,Finance,"1,275.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,27/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6391726,Revenue,1RB16,Transformation Costs,"4,250.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,27/10/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6391727,Revenue,1CF00,Payroll,"2,550.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ADVANCED CHILDCARE GROUP,6393837,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ADVANCED CHILDCARE GROUP,6393838,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ADVANCED CHILDCARE GROUP,6393839,Revenue,1MC12,Section 31A High Care Needs,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ADVANCED CHILDCARE GROUP,6393840,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,21/10/2014,ADVANCED CHILDCARE GROUP,6393841,Revenue,1MC02,Ind Sector Placements,"12,540.00"
HRA,HRA Anti-Soc               ,Premises,17/10/2014,ADVANCED CLEANING & MAINTENANCE LTD,6392050,Revenue,1HA01,R&M Gen - Citywide,496.00
HRA,HRA East End CSC           ,Premises,03/10/2014,ADVANCED CLEANING & MAINTENANCE LTD,6377227,Revenue,1HE01,HRA NHD Mngmnt - Citywide,570.00
HRA,HRA Property Maint         ,Premises,10/10/2014,ADVANCED CLEANING & MAINTENANCE LTD,6382844,Revenue,1HA01,R&M Gen - Citywide,"1,220.50"
Chief Executive's,CD - Legal Services              ,Supplies & Services,24/10/2014,ADVANCED LEGAL LTD,6397810,Revenue,1FA51,Coroner,"1,050.00"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,31/10/2014,ADVANCED RADIATORS LTD,6390736,Revenue,1KESA,Heavy Workshop Routine Repair,275.00
Environment & Regeneration,NS: District Heating       ,Premises,31/10/2014,ADVANCED WATER TECHNOLOGIES,6376963,Revenue,1KR05,District Heating,"1,365.00"
Environment & Regeneration,NS: District Heating       ,Supplies & Services,31/10/2014,ADVANCED WATER TECHNOLOGIES,6376962,Revenue,1KR05,District Heating,580.00
Environment & Regeneration,Fleet Management System                ,Supplies & Services,23/10/2014,AEBI SCHMIDT UK LTD,6395026,Revenue,3KES1,Fleetmaster Stores Account,435.72
Environment & Regeneration,Fleet Management System                ,Supplies & Services,23/10/2014,AEBI SCHMIDT UK LTD,6396169,Revenue,1KESJ,Hort Workshops Routine Repair,254.32
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13/10/2014,AEBI SCHMIDT UK LTD,6378115,Revenue,3KES1,Fleetmaster Stores Account,258.96
Environment & Regeneration,Fleet Management System                ,Supplies & Services,31/10/2014,AEBI SCHMIDT UK LTD,6395060,Revenue,3KES1,Fleetmaster Stores Account,930.89
Environment & Regeneration,Fleet Management System                ,Supplies & Services,17/10/2014,AEBI SCHMIDT UK LTD,6380730,Revenue,3KES1,Fleetmaster Stores Account,437.34
Environment & Regeneration,Fleet Management System                ,Supplies & Services,07/10/2014,AEBI SCHMIDT UK LTD,6372029,Revenue,1KESK,Hort Workshops Code 5 Repairs,251.87
Environment & Regeneration,Fleet Management System                ,Supplies & Services,06/10/2014,AEBI SCHMIDT UK LTD,6378138,Revenue,3KES1,Fleetmaster Stores Account,658.10
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,29/10/2014,AFTERNOON TEA CLUB,6405302,Revenue,1KN72,North Jesmond Ward,750.00
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394716,Revenue,1KEMC,Highways,60.00
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394716,Revenue,3KIMF,Highways Stock Account,"13,920.00"
Environment & Regeneration,Highways                               ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394718,Revenue,1KEMC,Highways,30.00
Environment & Regeneration,Highways                               ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394718,Revenue,3KIMF,Highways Stock Account,"7,360.00"
Environment & Regeneration,Highways                               ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394721,Revenue,1KEMC,Highways,"1,005.00"
Environment & Regeneration,Highways                               ,Supplies & Services,21/10/2014,AGD SYSTEMS LTD,6394724,Revenue,1KELA,Traffic Sig General O/H,387.00
Environment & Regeneration,Highways                               ,Supplies & Services,03/10/2014,AGD SYSTEMS LTD,6377291,Revenue,1KEMC,Highways,30.00
Environment & Regeneration,Highways                               ,Supplies & Services,03/10/2014,AGD SYSTEMS LTD,6377291,Revenue,3KIMF,Highways Stock Account,"7,360.00"
Environment & Regeneration,Highways                               ,Supplies & Services,03/10/2014,AGD SYSTEMS LTD,6377292,Revenue,1KEMC,Highways,45.00
Environment & Regeneration,Highways                               ,Supplies & Services,03/10/2014,AGD SYSTEMS LTD,6377292,Revenue,3KIMF,Highways Stock Account,"4,320.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06/10/2014,AGE UK NEWCASTLE,6364149,Revenue,1MG53,Supporting People Eld,800.64
Adult and Culture,Social Services                        ,Third Party Payments,06/10/2014,AGE UK NEWCASTLE,6370877,Revenue,1MG55,Extra Care Housing,"20,493.37"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,02/10/2014,AGE UK NEWCASTLE,6375754,Revenue,1MG60,Ind Day Care Elderly,"1,481.18"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,02/10/2014,AGE UK NEWCASTLE,6375754,Revenue,1MG88,Get Up And Go Older People,"3,209.08"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,02/10/2014,AGE UK NEWCASTLE,6375754,Revenue,1FA23,Support To Elders Council,"10,480.12"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,15/10/2014,AGE UK NEWCASTLE,6389051,Revenue,1MG60,Ind Day Care Elderly,"19,325.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,22/10/2014,AGE UK NEWCASTLE,6396810,Revenue,1MH50,Ind Home Spot Pur PD,273.84
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403133,Revenue,1MG51,Ind Home Per Care Elderly,"53,067.41"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403133,Revenue,1MH50,Ind Home Spot Pur PD,"4,894.31"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403133,Revenue,1MK51,Ind Home-Per Care LD,731.14
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403133,Revenue,1MM50,Ind Home - Spot Pur MH,"1,088.45"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403141,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,239.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403141,Revenue,1MH50,Ind Home Spot Pur PD,"7,811.60"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,28/10/2014,AGE UK NEWCASTLE,6403141,Revenue,1MM50,Ind Home - Spot Pur MH,47.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407413,Revenue,1MH50,Ind Home Spot Pur PD,"6,321.14"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407416,Revenue,1MH50,Ind Home Spot Pur PD,"1,026.90"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407417,Revenue,1MH50,Ind Home Spot Pur PD,"1,665.88"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407418,Revenue,1MH50,Ind Home Spot Pur PD,"1,095.36"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407419,Revenue,1MH50,Ind Home Spot Pur PD,"6,937.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,31/10/2014,AGE UK NEWCASTLE,6407420,Revenue,1MH50,Ind Home Spot Pur PD,"1,780.08"
Chief Executive's,CD - Treasury Mgmt Payments NOR        ,Third Party Payments,17/10/2014,AGE UK NEWCASTLE,6392614,Revenue,1RB48,Other Corporate Items,"50,000.00"
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,27/10/2014,AHA DISTRIBUTION LTD,6383079,Revenue,1KL3A,City Hall,805.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,14/10/2014,AIKEN FLOORING CONTRACTS LTD,6387270,Revenue,1KVWC,Minor Works Contracts,"2,760.23"
