Newcastle City Council Invoices over £250 paid in November 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,13/11/2014,A&J KEITH LTD,6419798,Revenue,1KVWC,Minor Works Contracts,"1,776.25"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,13/11/2014,A&J KEITH LTD,6419800,Revenue,1KVWC,Minor Works Contracts,846.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/11/2014,A&J KEITH LTD,6422830,Revenue,1KVWC,Minor Works Contracts,295.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,18/11/2014,A&J KEITH LTD,6422857,Revenue,1KVWC,Minor Works Contracts,580.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,27/11/2014,A&J KEITH LTD,6432991,Revenue,1KEYU,Solar PV YHN Buildings,450.00
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,13/11/2014,A&J KEITH LTD,6419732,Revenue,1KBRM,Sub Contractors R & M,"120,199.96"
Chief Executive's,CD-Communications and Marketing  ,Supplies & Services,12/11/2014,AA GLOBAL LANGUAGES SERVICES LTD,6417882,Revenue,1FT08,Translation Unit,"1,235.00"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,04/11/2014,AAA CHEMICALS LTD,6410919,Revenue,3KES1,Fleetmaster Stores Account,484.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",04/11/2014,ABBEYFIELD CASTLE FARM,6410027,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ABBEYFIELD CASTLE FARM,6410027,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",04/11/2014,ABBEYFIELD THE GROVE,6410017,Revenue,1MG20,Ind Res Care Elderly,"-1,481.68"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ABBEYFIELD THE GROVE,6410017,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",04/11/2014,ABBEYMOOR,6410028,Revenue,1MM10,Ind Nursing Care MH,-397.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ABBEYMOOR,6410028,Revenue,1MM10,Ind Nursing Care MH,"2,010.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ABBEYMOOR,6410028,Revenue,1MM20,Ind Res Care MH,"4,000.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",04/11/2014,ABIGAIL HOUSE,6410029,Revenue,1MG20,Ind Res Care Elderly,"-14,952.41"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ABIGAIL HOUSE,6410029,Revenue,1MG20,Ind Res Care Elderly,"55,195.36"
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,28/11/2014,ABLE 2 OCCUPATIONAL THERAPY SERVICES LTD,6427625,Revenue,1V123,Blue Badge Applications,"1,030.40"
Children's Services,Heaton Manor High School               ,Supplies & Services,11/11/2014,ACADEMICS,6411082,Revenue,1E+135,Heaton Manor Comprehensive,421.50
Children's Services,Heaton Manor High School               ,Supplies & Services,18/11/2014,ACADEMICS,6400339,Revenue,1E+135,Heaton Manor Comprehensive,360.00
Children's Services,Heaton Manor High School               ,Supplies & Services,25/11/2014,ACADEMICS,6418252,Revenue,1E+135,Heaton Manor Comprehensive,572.30
Children's Services,Schools Payment Agency                 ,Supplies & Services,04/11/2014,ACADEMICS,6393689,Revenue,1E756,Oakfield Solutions(LSC),811.92
Children's Services,Schools Payment Agency                 ,Supplies & Services,04/11/2014,ACADEMICS,6400304,Revenue,1E756,Oakfield Solutions(LSC),480.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,04/11/2014,ACADEMICS,6400306,Revenue,1E756,Oakfield Solutions(LSC),620.10
Children's Services,Schools Payment Agency                 ,Supplies & Services,04/11/2014,ACADEMICS,6400308,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,11/11/2014,ACADEMICS,6404452,Revenue,1E756,Oakfield Solutions(LSC),632.41
Children's Services,Schools Payment Agency                 ,Supplies & Services,11/11/2014,ACADEMICS,6404465,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,11/11/2014,ACADEMICS,6404477,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,11/11/2014,ACADEMICS,6404479,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432435,Revenue,1E+164,Trinity,"1,874.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432436,Revenue,1E+164,Trinity,"1,921.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432696,Revenue,1E+164,Trinity,"2,106.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432706,Revenue,1E+164,Trinity,"2,171.90"
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432709,Revenue,1E756,Oakfield Solutions(LSC),532.89
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432710,Revenue,1E756,Oakfield Solutions(LSC),811.26
Children's Services,Schools Payment Agency                 ,Supplies & Services,27/11/2014,ACADEMICS,6432711,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433054,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433065,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433068,Revenue,1E756,Oakfield Solutions(LSC),495.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433845,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433846,Revenue,1E756,Oakfield Solutions(LSC),800.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433849,Revenue,1E+164,Trinity,775.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,28/11/2014,ACADEMICS,6433850,Revenue,1E+164,Trinity,795.00
Children's Services,Schools Payment Agency                 ,Supplies & Services,10/11/2014,ACCESS COACHING,6408019,Revenue,1E+33,Benton Park Primary,270.00
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,04/11/2014,ACCOUNTABILITY,6410622,Revenue,1MH40,Direct Payments PD,"2,782.00"
Environment & Regeneration,Cityworks Cems & Crems     ,Supplies & Services,25/11/2014,ACM WASTE MANAGEMENT,6429537,Revenue,1KE27,Bereavement Services Overhead,420.00
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,19/11/2014,ACME,6051415,Revenue,1KF07,Banqueting Suite,340.32
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,20/11/2014,ACME,6425195,Revenue,1KF07,Banqueting Suite,340.32
Environment & Regeneration,NS: Resources              ,Supplies & Services,12/11/2014,ACP,6399982,Revenue,1KSCD,External Vehicle Tracking,"4,784.80"
Environment & Regeneration,NS: Asset Man              ,Premises,07/11/2014,ACROL AIR CONDITIONING CO LTD,6409203,Revenue,1DF10,Theatre Royal Contribution,"4,430.00"
Environment & Regeneration,NS: Asset Man              ,Premises,17/11/2014,ACROL AIR CONDITIONING CO LTD,6408950,Revenue,1XM21,Operational - Laing,350.00
Environment & Regeneration,NS: Asset Man              ,Premises,24/11/2014,ACROL AIR CONDITIONING CO LTD,6427472,Revenue,1KKX1,Civic Centre Direct Costs,"4,892.00"
Environment & Regeneration,NS: Asset Man              ,Premises,24/11/2014,ACROL AIR CONDITIONING CO LTD,6427473,Revenue,1KKX1,Civic Centre Direct Costs,"4,950.00"
Environment & Regeneration,NS: Asset Man              ,Premises,25/11/2014,ACROL AIR CONDITIONING CO LTD,6428835,Revenue,1FRA3,CSC Denton,457.00
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ACROL AIR CONDITIONING CO LTD,6433612,Revenue,1KKX1,Civic Centre Direct Costs,"1,449.00"
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ACROL AIR CONDITIONING CO LTD,6433613,Revenue,1VH22,Temporary Accommodation Prem,"2,921.00"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,12/11/2014,ACROL AIR CONDITIONING CO LTD,6414208,Revenue,1KVEM,Mechanical Stand Alone Works,"2,500.00"
Chief Executive's,CD - Revenues & Benefits         ,Employees,28/11/2014,ACS LTD,6424481,Revenue,1CR01,Revenues & Benefits Managemnt,"1,390.00"
Children's Services,Schools Payment Agency                 ,Supplies & Services,26/11/2014,ACS LTD,6429818,Revenue,1E+27,Walbottle Primary,377.24
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ACTION FOR CHILDREN,6422330,Revenue,1MC22,IND Sector Foster Carer Costs,"11,527.42"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ACTION FOR CHILDREN,6422331,Revenue,1MC22,IND Sector Foster Carer Costs,"3,162.86"
Children's Services,Childrens Services Support       ,Third Party Payments,06/11/2014,ACTION FOR CHILDREN,6413428,Revenue,1MB04,Childrens Standards Unit,"5,187.50"
Children's Services,Childrens Services Support       ,Third Party Payments,06/11/2014,ACTION FOR CHILDREN,6413592,Revenue,1MB04,Childrens Standards Unit,"3,098.30"
Children's Services,Childrens Services Support       ,Third Party Payments,14/11/2014,ACTION FOR CHILDREN,6412995,Revenue,1MB04,Childrens Standards Unit,"2,787.09"
Children's Services,Childrens Services Support       ,Third Party Payments,14/11/2014,ACTION FOR CHILDREN,6413596,Revenue,1MB04,Childrens Standards Unit,"4,505.62"
Children's Services,Childrens Services Support       ,Third Party Payments,14/11/2014,ACTION FOR CHILDREN,6420706,Revenue,1MB04,Childrens Standards Unit,674.87
Children's Services,Educ Perf Mon              ,Supplies & Services,27/11/2014,ACTION FOR CHILDREN,6419826,Revenue,1MD72,Troubled Families Funding,"10,000.00"
Children's Services,West Riverside S/Start           ,Third Party Payments,27/11/2014,ACTION FOR CHILDREN,6432746,Revenue,1EEG1,W River CC Central Costs,"26,964.00"
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,25/11/2014,ACTION ON HEARING LOSS,6419588,Revenue,1MH70,Phy Disability-Sensory Support,374.94
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/11/2014,ACTIVE HORIZONS LTD,6422977,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/11/2014,ACTIVE HORIZONS LTD,6422977,Revenue,1MG20,Ind Res Care Elderly,"1,648.00"
Chief Executive's,CD - Central Policy Unit         ,Third Party Payments,27/11/2014,ACTIVE INFORMATICS,6414836,Revenue,1FN12,Eco Dev City Skills Fund,"9,000.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/11/2014,ACTIVE TRAVEL,6413180,Revenue,1E212,Transport Special,"1,900.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,28/11/2014,ACTIVE TRAVEL,6413182,Revenue,1E212,Transport Special,"2,040.00"
Environment & Regeneration,Walker Activity Dome       ,Supplies & Services,20/11/2014,AD MERCHANDISE LTD,6409310,Revenue,1KL0A,Leisure Factility Central O/H,885.50
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,27/11/2014,ADARE LTD,6432858,Revenue,1FL02,IndividualElectoralRegistrn,821.60
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,27/11/2014,ADARE LTD,6432859,Revenue,1FL02,IndividualElectoralRegistrn,"1,658.54"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,27/11/2014,ADARE LTD,6432860,Revenue,1FL02,IndividualElectoralRegistrn,259.80
Children's Services,Schools Payment Agency                 ,Supplies & Services,26/11/2014,ADLER MANUFACTURING LTD,6426717,Revenue,1E+69,West Walker Primary,661.24
Chief Executive's,CD - Business Dev Centres        ,Supplies & Services,28/11/2014,ADT FIRE & SECURITY,6432702,Revenue,1DE49,i4- Quayside NEC,"2,691.46"
Chief Executive's,CD - Business Dev Centres        ,Supplies & Services,28/11/2014,ADT FIRE & SECURITY,6432703,Revenue,1DE49,i4- Quayside NEC,262.44
Environment & Regeneration,CW School Security                     ,Premises,03/11/2014,ADT FIRE & SECURITY,6408245,Revenue,1E+72,Wyndham Primary,595.00
Environment & Regeneration,CW School Security                     ,Premises,07/11/2014,ADT FIRE & SECURITY,6415028,Revenue,1KJ94,Security Services Delegated,832.87
Environment & Regeneration,CW School Security                     ,Premises,12/11/2014,ADT FIRE & SECURITY,6417983,Revenue,1KJ94,Security Services Delegated,360.58
Environment & Regeneration,CW School Security                     ,Premises,18/11/2014,ADT FIRE & SECURITY,6409458,Revenue,1E+161,Hadrian,"1,646.00"
Environment & Regeneration,CW School Security                     ,Premises,26/11/2014,ADT FIRE & SECURITY,6431826,Revenue,1E+161,Hadrian,"1,000.00"
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,27/11/2014,ADT FIRE & SECURITY,6428896,Capital,2KL01,Leisure Services,"1,075.00"
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,27/11/2014,ADT FIRE & SECURITY,6430071,Capital,2KL01,Leisure Services,300.00
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,28/11/2014,ADT FIRE & SECURITY,6433633,Capital,2KL01,Leisure Services,425.00
Environment & Regeneration,NS: Asset Man              ,Premises,25/11/2014,ADT FIRE & SECURITY,6428822,Revenue,1KKX1,Civic Centre Direct Costs,672.92
Environment & Regeneration,NS: Asset Man              ,Premises,25/11/2014,ADT FIRE & SECURITY,6428873,Revenue,1KKX1,Civic Centre Direct Costs,269.18
Environment & Regeneration,NS: Asset Man              ,Premises,27/11/2014,ADT FIRE & SECURITY,6423746,Revenue,1HP01,Comm. Centres - Citywide,"1,250.25"
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ADT FIRE & SECURITY,6433602,Revenue,1VH22,Temporary Accommodation Prem,"1,579.41"
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ADT FIRE & SECURITY,6433603,Revenue,1VH22,Temporary Accommodation Prem,"1,894.05"
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ADT FIRE & SECURITY,6433623,Revenue,1VH22,Temporary Accommodation Prem,662.40
Environment & Regeneration,NS: Asset Man              ,Premises,28/11/2014,ADT FIRE & SECURITY,6433642,Revenue,1VH22,Temporary Accommodation Prem,"1,651.86"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ADVANCED CHILDCARE GROUP,6422344,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ADVANCED CHILDCARE GROUP,6422345,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ADVANCED CHILDCARE GROUP,6422346,Revenue,1MC12,Section 31A High Care Needs,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ADVANCED CHILDCARE GROUP,6422347,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,ADVANCED CHILDCARE GROUP,6422348,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,20/11/2014,ADVANCED CLEANING & MAINTENANCE LTD,6423998,Revenue,1MM50,Ind Home - Spot Pur MH,259.00
Chief Executive's,CD - Legal Services              ,Supplies & Services,04/11/2014,ADVANCED LEGAL LTD,6407914,Revenue,1FA51,Coroner,"1,050.00"
Chief Executive's,CD - Legal Services              ,Supplies & Services,25/11/2014,ADVANCED LEGAL LTD,6419574,Revenue,1FA51,Coroner,"1,050.00"
Environment & Regeneration,NS: District Heating       ,Premises,28/11/2014,ADVANCED WATER TECHNOLOGIES,6416079,Revenue,1KR05,District Heating,"1,365.00"
Children's Services,Schools Payment Agency                 ,Supplies & Services,13/11/2014,ADVENTURE TRAINING NORTH EAST,6418235,Revenue,1E+164,Trinity,400.00
Environment & Regeneration,Fleet Management System                ,Supplies & Services,12/11/2014,AEBI SCHMIDT UK LTD,6405788,Revenue,1KESK,Hort Workshops Code 5 Repairs,251.87
Environment & Regeneration,Fleet Management System                ,Supplies & Services,17/11/2014,AEBI SCHMIDT UK LTD,6405790,Revenue,3KES1,Fleetmaster Stores Account,858.98
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20/11/2014,AEBI SCHMIDT UK LTD,6414990,Revenue,1KESJ,Hort Workshops Routine Repair,560.47
Environment & Regeneration,Fleet Management System                ,Supplies & Services,28/11/2014,AEBI SCHMIDT UK LTD,6418604,Revenue,3KES1,Fleetmaster Stores Account,259.88
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,03/11/2014,AGD SYSTEMS LTD,6409427,Revenue,1KEMC,Highways,60.00
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,03/11/2014,AGD SYSTEMS LTD,6409427,Revenue,3KIMF,Highways Stock Account,"9,760.00"
Environment & Regeneration,Highways                               ,Supplies & Services,28/11/2014,AGD SYSTEMS LTD,6433958,Revenue,3KIMF,Highways Stock Account,"1,200.00"
Environment & Regeneration,Highways                               ,Supplies & Services,28/11/2014,AGD SYSTEMS LTD,6433961,Revenue,3KIMF,Highways Stock Account,"3,040.00"
Environment & Regeneration,Highways                               ,Supplies & Services,28/11/2014,AGD SYSTEMS LTD,6433975,Revenue,3KIMF,Highways Stock Account,"3,920.00"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413753,Revenue,1MG60,Ind Day Care Elderly,"5,202.96"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413753,Revenue,1MG88,Get Up And Go Older People,802.27
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413753,Revenue,1FA23,Support To Elders Council,"2,620.03"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413754,Revenue,1MG60,Ind Day Care Elderly,"15,608.88"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413754,Revenue,1MG88,Get Up And Go Older People,"2,406.81"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,06/11/2014,AGE UK NEWCASTLE,6413754,Revenue,1FA23,Support To Elders Council,"7,860.09"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,27/11/2014,AGE UK NEWCASTLE,6432613,Revenue,1MG60,Ind Day Care Elderly,"20,811.84"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,27/11/2014,AGE UK NEWCASTLE,6432613,Revenue,1MG88,Get Up And Go Older People,"3,209.08"
Adult and Culture,Social Services-Care Support           ,Supplies & Services,27/11/2014,AGE UK NEWCASTLE,6432613,Revenue,1FA23,Support To Elders Council,"10,480.12"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431379,Revenue,1MG51,Ind Home Per Care Elderly,"55,267.70"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431379,Revenue,1MH50,Ind Home Spot Pur PD,"4,953.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431379,Revenue,1MK51,Ind Home-Per Care LD,706.12
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431379,Revenue,1MM50,Ind Home - Spot Pur MH,"1,469.76"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431389,Revenue,1MH50,Ind Home Spot Pur PD,"6,321.14"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431391,Revenue,1MH50,Ind Home Spot Pur PD,273.84
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431392,Revenue,1MH50,Ind Home Spot Pur PD,"1,369.20"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431393,Revenue,1MH50,Ind Home Spot Pur PD,"1,665.88"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431395,Revenue,1MH50,Ind Home Spot Pur PD,"6,937.28"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431396,Revenue,1MH50,Ind Home Spot Pur PD,"1,780.08"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431557,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,239.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/11/2014,AGE UK NEWCASTLE,6431557,Revenue,1MH50,Ind Home Spot Pur PD,"7,799.80"
Children's Services,Invoice,Third Party Payments,18/11/2014,AGE UK NEWCASTLE,6409981,Revenue,1MG55,Extra Care Housing,"20,968.50"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,12/11/2014,AIKEN FLOORING CONTRACTS LTD,6417734,Revenue,1KVWC,Minor Works Contracts,"3,447.18"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,27/11/2014,AIKEN FLOORING CONTRACTS LTD,6432845,Revenue,1KVWC,Minor Works Contracts,715.32
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,18/11/2014,AK CHILDCARE LTD,6422349,Revenue,1MC02,Ind Sector Placements,"11,200.00"
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/11/2014,AKW MEDI-CARE LTD,6398201,Revenue,1KBAA,Building Contracts,559.48
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,14/11/2014,AKW MEDI-CARE LTD,6404959,Revenue,1KBAA,Building Contracts,551.20
