Newcastle City Council Invoices over £250 paid in March 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/03/2014,ACP,6182335,Revenue,3KES1,Fleetmaster Stores Account,"1,400.00 "
Environment & Regeneration,NS: Resources              ,Supplies & Services,07/03/2014,ACP,6160260,Revenue,1KSCD,External Vehicle Tracking,"3,555.00 "
Environment & Regeneration,NS: Painting Section       ,Third Party Payments,03/03/2014,ACP,6167952,Revenue,1KSCD,External Vehicle Tracking,"3,315.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ACROL AIR CONDITIONING CO LTD,6187563,Revenue,1KKX1,Civic Centre Direct Costs,271.80 
Environment & Regeneration,NS: Asset Man              ,Premises,10/03/2014,ACROL AIR CONDITIONING CO LTD,6175061,Revenue,1FRAE,Shieldfield,"1,492.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,05/03/2014,ACROL AIR CONDITIONING CO LTD,6171656,Revenue,1MG25,Lewcock House,"3,440.00 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/03/2014,ACTION FOR CHILDREN,6187314,Revenue,1MD72,Troubled Families Funding,"6,707.38 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,ACTION FOR CHILDREN,6176793,Revenue,1MC22,IND Sector Foster Carer Costs,"14,456.00 "
Children's Services,Childrens Services Support       ,Supplies & Services,03/03/2014,ACTION FOR CHILDREN,6168547,Revenue,1MD72,Troubled Families Funding,"25,000.00 "
Children's Services,Childrens Services Support       ,Supplies & Services,03/03/2014,ACTION FOR CHILDREN,6168388,Revenue,1MD72,Troubled Families Funding,"60,000.00 "
Children's Services,Childrens Services Support       ,Third Party Payments,13/03/2014,ACTION FOR CHILDREN,6179066,Revenue,1MB04,Childrens Standards Unit,"5,187.50 "
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,25/03/2014,ACTION ON HEARING LOSS,6191224,Revenue,1MH70,Phy Disability-Sensory Support,"1,186.25 "
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,04/03/2014,ACTION ON HEARING LOSS,6153651,Revenue,1MH70,Phy Disability-Sensory Support,446.11 
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,04/03/2014,ACTION ON HEARING LOSS,6159274,Revenue,1MH70,Phy Disability-Sensory Support,"1,627.41 "
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,20/03/2014,ACTION ON HEARING LOSS,6180756,Revenue,1MH70,Phy Disability-Sensory Support,134.37 
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,20/03/2014,ACTION ON HEARING LOSS,6180756,Revenue,1MH70,Phy Disability-Sensory Support,370.57 
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/03/2014,ACTIVE HORIZONS LTD,6176670,Revenue,1MG20,Ind Res Care Elderly,-486.00 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,11/03/2014,ACTIVE HORIZONS LTD,6176670,Revenue,1MG20,Ind Res Care Elderly,"1,648.00 "
Children's Services,Childrens Services Support       ,Transfer Payments,06/03/2014,ACTIVE TRAVEL,6172515,Revenue,1E+212,Transport Special,"1,425.00 "
Children's Services,Childrens Services Support       ,Transfer Payments,06/03/2014,ACTIVE TRAVEL,6172518,Revenue,1E+212,Transport Special,"1,530.00 "
Environment & Regeneration,NS: D&CS Support Services  ,Transport,03/03/2014,AD MERCHANDISE LTD,6162193,Revenue,1KR01,R & M Trading,590.00 
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,28/03/2014,ADAPTIVE MODULES LTD,6187052,Revenue,1V092,UTMC,"6,768.30 "
Environment & Regeneration,NS: District Heating       ,Supplies & Services,25/03/2014,ADC ELECTRICAL CO LTD(F),6190931,Revenue,1KR8E,Build Surv Team,434.29 
Environment & Regeneration,NS: District Heating       ,Supplies & Services,20/03/2014,ADC ELECTRICAL CO LTD(F),6187391,Revenue,1KR8E,Build Surv Team,461.68 
Environment & Regeneration,NS: District Heating       ,Supplies & Services,11/03/2014,ADC ELECTRICAL CO LTD(F),6167056,Revenue,1KR8E,Build Surv Team,326.00 
Children's Services,Childrens Services Support       ,Supplies & Services,25/03/2014,ADOPTION UK,6192384,Revenue,1MF11,Adoption Unit,"1,202.00 "
Children's Services,Childrens Services Support       ,Third Party Payments,17/03/2014,ADOPTION UK,6181607,Revenue,1MF12,Adoption Interagency,538.88 
Chief Executive's,CD - Finance & Resources NOR           ,Supplies & Services,25/03/2014,ADT FIRE & SECURITY,6191736,Revenue,1DQ9R,S&M Jesmond Vale,964.34 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187056,Revenue,1HP01,Comm. Centres - Citywide,428.40 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187058,Revenue,1KL17,Leisure Comm Building R&M,854.16 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187059,Revenue,1KL17,Leisure Comm Building R&M,335.95 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187156,Revenue,1EP01,Play Service Management,435.62 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187055,Revenue,1DQ9R,S&M Jesmond Vale,824.34 
Environment & Regeneration,NS: Asset Man              ,Premises,20/03/2014,ADT FIRE & SECURITY,6187163,Revenue,1FN02,Mansion House,543.43 
Environment & Regeneration,NS: Asset Man              ,Premises,17/03/2014,ADVANCE MOULDINGS LTD,6164454,Revenue,1KL1D,East End Pool,"3,650.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,07/03/2014,ADVANCE MOULDINGS LTD,6166526,Revenue,1KL1D,East End Pool,"2,268.75 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,ADVANCED CHILDCARE GROUP,6176834,Revenue,1MC12,Section 31A High Care Needs,"12,540.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,ADVANCED CHILDCARE GROUP,6176835,Revenue,1MC02,Ind Sector Placements,"12,540.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,ADVANCED CHILDCARE GROUP,6176832,Revenue,1MC02,Ind Sector Placements,"12,540.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,ADVANCED CHILDCARE GROUP,6176833,Revenue,1MC02,Ind Sector Placements,"33,842.86 "
HRA,HRA Tenancy Svs            ,Premises,24/03/2014,ADVANCED CLEANING & MAINTENANCE LTD,6190853,Revenue,1HE01,HRA NHD Mngmnt - Citywide,"1,015.00 "
Chief Executive's,CD - Legal Services              ,Supplies & Services,11/03/2014,ADVANCED LEGAL LTD,6176184,Revenue,1FA51,Coroner,"1,050.00 "
Chief Executive's,CD - Legal Services              ,Supplies & Services,10/03/2014,ADVANCED LEGAL LTD,6168039,Revenue,1FA51,Coroner,"1,050.00 "
Environment & Regeneration,NS: District Heating       ,Premises,28/03/2014,ADVANCED WATER TECHNOLOGIES,6192527,Revenue,1KR8L,Wide District Heating,"1,365.00 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,21/03/2014,AEBI SCHMIDT UK LTD,6172795,Revenue,1KESJ,Hort Workshops Routine Repair,690.22 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/03/2014,AEBI SCHMIDT UK LTD,6181173,Revenue,3KES1,Fleetmaster Stores Account,221.06 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,25/03/2014,AEBI SCHMIDT UK LTD,6181173,Revenue,3KES1,Fleetmaster Stores Account,155.43 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,27/03/2014,AEBI SCHMIDT UK LTD,6181174,Revenue,3KES1,Fleetmaster Stores Account,914.30 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,27/03/2014,AEBI SCHMIDT UK LTD,6181174,Revenue,3KES1,Fleetmaster Stores Account,141.19 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,20/03/2014,AEBI SCHMIDT UK LTD,6181271,Revenue,3KES1,Fleetmaster Stores Account,409.04 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,05/03/2014,AEBI SCHMIDT UK LTD,6159158,Revenue,3KES1,Fleetmaster Stores Account,236.00 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,17/03/2014,AEBI SCHMIDT UK LTD,6181270,Revenue,3KES1,Fleetmaster Stores Account,60.55 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13/03/2014,AEBI SCHMIDT UK LTD,6165772,Revenue,3KES1,Fleetmaster Stores Account,176.32 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,05/03/2014,AEBI SCHMIDT UK LTD,6159158,Revenue,3KES1,Fleetmaster Stores Account,53.48 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,17/03/2014,AEBI SCHMIDT UK LTD,6181270,Revenue,3KES1,Fleetmaster Stores Account,230.79 
Environment & Regeneration,Fleet Management System                ,Supplies & Services,13/03/2014,AEBI SCHMIDT UK LTD,6165772,Revenue,3KES1,Fleetmaster Stores Account,342.60 
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,20/03/2014,AECOM,6186933,Revenue,1V046,Freight Partnership,"11,094.00 "
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,20/03/2014,AECOM,6187020,Revenue,1V046,Freight Partnership,"4,920.00 "
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,20/03/2014,AECOM,6187046,Revenue,1V046,Freight Partnership,"5,752.00 "
HRA,HRA Invest/Del             ,Supplies & Services,12/03/2014,AEROVISION LTD,6178234,Revenue,1HRA8,HRA - Investment Related Expe,425.00 
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6187018,Revenue,1KEMC,Highways,"5,805.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6187018,Revenue,3KIMF,Highways Stock Account,"16,330.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6186950,Revenue,1KEMC,Highways,50.00 
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6186950,Revenue,3KIMF,Highways Stock Account,"17,480.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6187018,Revenue,1KEMC,Highways,160.00 
Environment & Regeneration,Highways                               ,Supplies & Services,27/03/2014,AGD SYSTEMS LTD,6187018,Revenue,3KIMF,Highways Stock Account,"72,510.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6186942,Revenue,1KELA,Traffic Sig General O/H,15.00 
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6186942,Revenue,3KIMF,Highways Stock Account,"3,920.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6186943,Revenue,1KELA,Traffic Sig General O/H,15.00 
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6186943,Revenue,3KIMF,Highways Stock Account,"3,680.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6187019,Revenue,1KELA,Traffic Sig General O/H,75.00 
Environment & Regeneration,Highways                               ,Supplies & Services,20/03/2014,AGD SYSTEMS LTD,6187019,Revenue,3KIMF,Highways Stock Account,"5,025.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,17/03/2014,AGD SYSTEMS LTD,6182814,Revenue,1KEMC,Highways,"3,130.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,17/03/2014,AGD SYSTEMS LTD,6182814,Revenue,3KIMF,Highways Stock Account,"16,510.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,14/03/2014,AGD SYSTEMS LTD,6177834,Revenue,1KELA,Traffic Sig General O/H,30.00 
Environment & Regeneration,Highways                               ,Supplies & Services,14/03/2014,AGD SYSTEMS LTD,6177834,Revenue,3KIMF,Highways Stock Account,"7,840.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,14/03/2014,AGD SYSTEMS LTD,6177836,Revenue,3KIMF,Highways Stock Account,"1,520.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,17/03/2014,AGD SYSTEMS LTD,6182814,Revenue,1KEMC,Highways,"1,980.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,17/03/2014,AGD SYSTEMS LTD,6182814,Revenue,3KIMF,Highways Stock Account,"11,900.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,14/03/2014,AGD SYSTEMS LTD,6177836,Revenue,1KELA,Traffic Sig General O/H,15.00 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188552,Revenue,1MH50,Ind Home Spot Pur PD,"1,665.88 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188555,Revenue,1MH50,Ind Home Spot Pur PD,"6,278.36 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188871,Revenue,1MH50,Ind Home Spot Pur PD,"1,369.20 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188925,Revenue,1MH50,Ind Home Spot Pur PD,"1,780.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188927,Revenue,1MH50,Ind Home Spot Pur PD,"6,846.00 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/03/2014,AGE UK NEWCASTLE,6188961,Revenue,1MH50,Ind Home Spot Pur PD,"1,460.48 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06/03/2014,AGE UK NEWCASTLE,6172309,Revenue,1MH50,Ind Home Spot Pur PD,"1,842.75 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/03/2014,AGE UK NEWCASTLE,6171365,Revenue,1MH50,Ind Home Spot Pur PD,"1,528.94 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/03/2014,AGE UK NEWCASTLE,6171371,Revenue,1MH50,Ind Home Spot Pur PD,"7,256.76 "
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/03/2014,AGE UK NEWCASTLE,6171374,Revenue,1MG50,Ind Home Spot Pur Elderly,661.79 
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/03/2014,AGE UK NEWCASTLE,6171464,Revenue,1MH50,Ind Home Spot Pur PD,"6,784.17 "
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,27/03/2014,AGE UK NEWCASTLE,6182231,Revenue,1MG55,Extra Care Housing,"23,635.50 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/03/2014,AGE UK NEWCASTLE,6187278,Revenue,1MG91,Grants To Vol Orgs Elderly,"6,494.37 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/03/2014,AGE UK NEWCASTLE,6187328,Revenue,1MG60,Ind Day Care Elderly,"10,408.96 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/03/2014,AGE UK NEWCASTLE,6187328,Revenue,1MG88,Get Up And Go Older People,"1,538.50 "
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/03/2014,AGE UK NEWCASTLE,6187328,Revenue,1FA23,Support To Elders Council,"5,025.50 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184658,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,923.40 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184658,Revenue,1MH50,Ind Home Spot Pur PD,"10,856.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184658,Revenue,1MM50,Ind Home - Spot Pur MH,224.20 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184716,Revenue,1MG51,Ind Home Per Care Elderly,"54,691.62 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184716,Revenue,1MH51,Ind Home Per Care PD,"4,975.22 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184716,Revenue,1MK51,Ind Home-Per Care LD,401.50 
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184716,Revenue,1MM51,Ind Home-Per Care MH,"1,314.50 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,18/03/2014,AGE UK NEWCASTLE,6184716,Revenue,3WH96,Continuing Care-Dom Payments,"1,281.68 "
Environment & Regeneration,NS: Asset Man              ,Premises,28/03/2014,AIR TECHNIQUE,6198665,Revenue,1DF10,Theatre Royal Contribution,"1,090.00 "
Environment & Regeneration,NS: Asset Man              ,Premises,10/03/2014,AIR TECHNIQUE,6175053,Revenue,1KL2B,Eldon Leisure,675.00 
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,25/03/2014,AIR TECHNIQUE,6192027,Revenue,1KVWC,Minor Works Contracts,"2,390.00 "
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,11/03/2014,AK CHILDCARE LTD,6176836,Revenue,1MC02,Ind Sector Placements,"11,200.00 "
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,03/03/2014,AKW MEDI-CARE LTD,6163609,Revenue,1KBAA,Building Contracts,8.04 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,03/03/2014,AKW MEDI-CARE LTD,6163608,Revenue,1KBAA,Building Contracts,543.18 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,03/03/2014,AKW MEDI-CARE LTD,6163609,Revenue,1KBAA,Building Contracts,531.03 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/03/2014,AKW MEDI-CARE LTD,6175317,Revenue,1KBAA,Building Contracts,369.95 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,27/03/2014,AKW MEDI-CARE LTD,6179602,Revenue,3KIMD,Other Stores Stock Account,521.60 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,28/03/2014,AKW MEDI-CARE LTD,6179605,Revenue,1KBAA,Building Contracts,663.89 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/03/2014,AKW MEDI-CARE LTD,6163931,Revenue,1KBAA,Building Contracts,321.29 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/03/2014,AKW MEDI-CARE LTD,6163934,Revenue,1KBAA,Building Contracts,321.29 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,11/03/2014,AKW MEDI-CARE LTD,6164534,Revenue,1KBAA,Building Contracts,321.29 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/03/2014,AKW MEDI-CARE LTD,6153813,Revenue,1KBAA,Building Contracts,557.92 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/03/2014,AKW MEDI-CARE LTD,6153815,Revenue,1KBAA,Building Contracts,333.35 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/03/2014,AKW MEDI-CARE LTD,6163552,Revenue,1KBAA,Building Contracts,484.17 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,12/03/2014,AKW MEDI-CARE LTD,6165312,Revenue,1KBAA,Building Contracts,539.07 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,26/03/2014,AKW MEDI-CARE LTD,6179604,Revenue,1KBAA,Building Contracts,355.21 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/03/2014,AKW MEDI-CARE LTD,6164065,Revenue,1KBAA,Building Contracts,452.66 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,05/03/2014,AKW MEDI-CARE LTD,6163552,Revenue,1KBAA,Building Contracts,8.04 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,06/03/2014,AKW MEDI-CARE LTD,6161021,Revenue,1KBAA,Building Contracts,369.95 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/03/2014,AKW MEDI-CARE LTD,6163924,Revenue,1KBAA,Building Contracts,321.29 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/03/2014,AKW MEDI-CARE LTD,6163929,Revenue,1KBAA,Building Contracts,300.64 
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/03/2014,AKW MEDI-CARE LTD,6163931,Revenue,1KBAA,Building Contracts,355.21 
Environment & Regeneration,EEC U/Design               ,Supplies & Services,11/03/2014,ALAN WILLIAMS ARCHAEOLOGY,6172620,Revenue,1V073,Historic Monumnets,"3,000.00 "
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,25/03/2014,ALBANY HOUSE  (WHITLEY BAY),6193520,Revenue,1MM20,Ind Res Care MH,"4,793.36 "
Adult and Culture,Adult Serv Admin Support   ,Supplies & Services,04/03/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6148299,Revenue,1MG01,Assmnt & Care Man Elderly,279.00 
Adult and Culture,Adult Serv Finance         ,Capital Expenditure,28/03/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6191730,Capital,2WW01,Adult And Culture Capital,935.00 
Adult and Culture,Adult Serv Finance         ,Capital Expenditure,31/03/2014,ALBANY OFFICE FURNITURE SOLUTIONS,6197576,Capital,2WW01,Adult And Culture Capital,630.00 
