Newcastle City Council Invoices over �250 paid in August 2014,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,27/08/2014,A&J KEITH LTD,6343918,Revenue,1KVWC,Minor Works Contracts,829.70
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,27/08/2014,A&J KEITH LTD,6343919,Revenue,1KVWC,Minor Works Contracts,"1,445.89"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344380,Revenue,1KVWC,Minor Works Contracts,"2,074.55"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344389,Revenue,1KVWC,Minor Works Contracts,"1,155.81"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344390,Revenue,1KVWC,Minor Works Contracts,"1,541.51"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344630,Revenue,1KVWC,Minor Works Contracts,390.86
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344655,Revenue,1KVWC,Minor Works Contracts,"1,218.41"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344659,Revenue,1KVWC,Minor Works Contracts,903.59
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344673,Revenue,1KVWC,Minor Works Contracts,370.88
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344688,Revenue,1KVWC,Minor Works Contracts,390.77
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344693,Revenue,1KVWC,Minor Works Contracts,574.13
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344695,Revenue,1KVWC,Minor Works Contracts,291.16
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/08/2014,A&J KEITH LTD,6344722,Revenue,1KVWC,Minor Works Contracts,486.16
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345545,Revenue,1KVWC,Minor Works Contracts,"1,464.07"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345546,Revenue,1KVWC,Minor Works Contracts,307.72
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345547,Revenue,1KVWC,Minor Works Contracts,"2,101.87"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345548,Revenue,1KVWC,Minor Works Contracts,"2,391.17"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345549,Revenue,1KVWC,Minor Works Contracts,987.61
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345550,Revenue,1KVWC,Minor Works Contracts,"1,538.65"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345551,Revenue,1KVWC,Minor Works Contracts,"1,594.76"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345555,Revenue,1KVWC,Minor Works Contracts,288.60
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345556,Revenue,1KVWC,Minor Works Contracts,868.54
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345562,Revenue,1KVWC,Minor Works Contracts,"2,899.53"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345563,Revenue,1KVWC,Minor Works Contracts,"1,910.90"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345569,Revenue,1KVWC,Minor Works Contracts,255.00
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345570,Revenue,1KVWC,Minor Works Contracts,252.94
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345573,Revenue,1KVWC,Minor Works Contracts,370.88
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345646,Revenue,1KVWC,Minor Works Contracts,"1,594.40"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345647,Revenue,1KVWC,Minor Works Contracts,435.67
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345650,Revenue,1KVWC,Minor Works Contracts,397.94
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345651,Revenue,1KVWC,Minor Works Contracts,370.88
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345652,Revenue,1KVWC,Minor Works Contracts,341.45
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345653,Revenue,1KVWC,Minor Works Contracts,450.88
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,29/08/2014,A&J KEITH LTD,6345654,Revenue,1KVWC,Minor Works Contracts,370.88
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,13/08/2014,A&J KEITH LTD,6330225,Revenue,1KBRM,Sub Contractors R & M,"84,285.50"
Environment & Regeneration,Cityworks Parks & C/side   ,Premises,15/08/2014,A&S LOCKSMITHS,6335864,Revenue,1KL61,Parks R&M,407.97
Environment & Regeneration,NS: Asset Man              ,Premises,05/08/2014,A&S LOCKSMITHS,6320690,Revenue,1DY54,Blackfriars,353.07
Chief Executive's,CD-Communications and Marketing  ,Supplies & Services,14/08/2014,AA GLOBAL LANGUAGES SERVICES LTD,6333697,Revenue,1FT08,Translation Unit,545.00
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,29/08/2014,AAA CHEMICALS LTD,6339857,Revenue,1KKX1,Civic Centre Direct Costs,309.00
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,29/08/2014,AAA CHEMICALS LTD,6339857,Revenue,1KKX1,Civic Centre Direct Costs,15.00
Environment & Regeneration,Fleet Management System                ,Supplies & Services,06/08/2014,AAA CHEMICALS LTD,6320860,Revenue,3KES1,Fleetmaster Stores Account,570.20
Environment & Regeneration,NS: District Heating       ,Supplies & Services,05/08/2014,AAA CHEMICALS LTD,6316202,Revenue,1KR05,District Heating,451.00
Adult and Culture,AS - Learning City         ,Supplies & Services,19/08/2014,AAETO,6337821,Revenue,1EA15,Newcastle City Learning Main,940.00
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",12/08/2014,ABBEYFIELD CASTLE FARM,6330084,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABBEYFIELD CASTLE FARM,6330084,Revenue,1MG20,Ind Res Care Elderly,"1,969.28"
Adult and Culture,Social Services                        ,Third Party Payments,21/08/2014,ABBEYFIELD THE GROVE,6341791,Revenue,1MG20,Ind Res Care Elderly,"19,833.67"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",12/08/2014,ABBEYFIELD THE GROVE,6330075,Revenue,1MG20,Ind Res Care Elderly,"-1,585.17"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABBEYFIELD THE GROVE,6330075,Revenue,1MG20,Ind Res Care Elderly,"2,678.17"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",12/08/2014,ABBEYMOOR,6330085,Revenue,1MM10,Ind Nursing Care MH,-397.20
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABBEYMOOR,6330085,Revenue,1MG10,Ind Nursing Care Elderly,"3,462.52"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABBEYMOOR,6330085,Revenue,1MM10,Ind Nursing Care MH,"2,010.56"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABBEYMOOR,6330085,Revenue,1MM20,Ind Res Care MH,"4,000.00"
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",12/08/2014,ABIGAIL HOUSE,6330086,Revenue,1MG20,Ind Res Care Elderly,"-9,042.66"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ABIGAIL HOUSE,6330086,Revenue,1MG20,Ind Res Care Elderly,"33,263.63"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,12/08/2014,ACCOUNTABILITY,6329989,Revenue,1MH40,Direct Payments PD,"2,782.00"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,19/08/2014,ACORN DAIRY,6329343,Revenue,1KFX2,School Meals Overhead,"9,407.76"
Environment & Regeneration,CW Services to Schools           ,Supplies & Services,01/08/2014,ACORN DAIRY,6318757,Revenue,1KFX2,School Meals Overhead,"11,615.69"
Environment & Regeneration,NS: Resources              ,Supplies & Services,19/08/2014,ACP,6317014,Revenue,1KSCD,External Vehicle Tracking,"4,889.80"
Environment & Regeneration,NS: Resources              ,Supplies & Services,01/08/2014,ACP,6319612,Revenue,1KSCD,External Vehicle Tracking,945.00
Environment & Regeneration,NS: Asset Man              ,Premises,04/08/2014,ACROL AIR CONDITIONING CO LTD,6320624,Revenue,1DF10,Theatre Royal Contribution,"2,113.20"
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,05/08/2014,ACROL AIR CONDITIONING CO LTD,6220039,Revenue,1KVEM,Mechanical Stand Alone Works,"1,341.00"
Chief Executive's,CD - Revenues & Benefits         ,Supplies & Services,01/08/2014,ACS LTD,6319389,Revenue,1CR32,Council Tax & Sundry Debt,"2,500.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ACTION FOR CHILDREN,6323337,Revenue,1MC22,IND Sector Foster Carer Costs,"12,230.29"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6342826,Revenue,1MC22,IND Sector Foster Carer Costs,"16,096.00"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6325147,Revenue,1EEB1,C&B CC Central Costs,"80,225.75"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6325147,Revenue,1EEK1,Fenham Childrens Centre,"13,011.00"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6325147,Revenue,1EEM6,Woodlands Children's Centre,"3,689.50"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6331488,Revenue,1EEK1,Fenham Childrens Centre,"16,621.00"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335833,Revenue,1EEM6,Woodlands Children's Centre,"7,261.00"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335940,Revenue,1EEJ7,Newburn Childrens Centre,"5,433.30"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335940,Revenue,1EEK6,Denton Westerhope Chldrn Cent,"10,262.90"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335940,Revenue,1EEH1,NBH CC Central Costs,"9,055.50"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335940,Revenue,1EEL1,Lemington Childrens Centre,"5,433.30"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335942,Revenue,1EEB1,C&B CC Central Costs,"19,360.26"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335942,Revenue,1EEK1,Fenham Childrens Centre,"14,434.95"
Children's Services,Int Childhood Services     ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335942,Revenue,1EEM6,Woodlands Children's Centre,"4,091.79"
Children's Services,West Riverside S/Start           ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6334602,Revenue,1EEG1,W River CC Central Costs,"26,964.00"
Children's Services,West Riverside S/Start           ,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6338561,Revenue,1EEG1,W River CC Central Costs,"26,964.00"
Children's Services,Childrens Services Support       ,Third Party Payments,14/08/2014,ACTION FOR CHILDREN,6333215,Revenue,1MB04,Childrens Standards Unit,"5,187.50"
Children's Services,Invoice,Third Party Payments,26/08/2014,ACTION FOR CHILDREN,6335834,Revenue,1EEM6,Woodlands Children's Centre,"7,261.00"
Children's Services,Educ School Planning    ,Third Party Payments,05/08/2014,ACTION FOR CHILDREN,6320544,Revenue,1MF12,Adoption Interagency,"2,388.00"
Children's Services,Educ School Planning    ,Third Party Payments,05/08/2014,ACTION FOR CHILDREN,6322293,Revenue,1MF12,Adoption Interagency,"1,194.00"
Children's Services,Educ School Planning    ,Third Party Payments,20/08/2014,ACTION FOR CHILDREN,6339588,Revenue,1MF10,Adoption Payments,"1,194.00"
Children's Services,Educ School Planning    ,Third Party Payments,20/08/2014,ACTION FOR CHILDREN,6339641,Revenue,1MF10,Adoption Payments,"1,194.00"
Children's Services,Educ School Planning    ,Third Party Payments,28/08/2014,ACTION FOR CHILDREN,6339611,Revenue,1MF10,Adoption Payments,"1,194.00"
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,26/08/2014,ACTION ON HEARING LOSS,6329298,Revenue,1MH70,Phy Disability-Sensory Support,464.06
Adult and Culture,Adult Serv Sens Supp       ,Supplies & Services,27/08/2014,ACTION ON HEARING LOSS,6343520,Revenue,1MH70,Phy Disability-Sensory Support,464.06
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",26/08/2014,ACTIVE HORIZONS LTD,6342648,Revenue,1MG20,Ind Res Care Elderly,-495.80
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",26/08/2014,ACTIVE HORIZONS LTD,6342649,Revenue,1MK20,Ind Res Care LD,-225.25
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/08/2014,ACTIVE HORIZONS LTD,6342648,Revenue,1MG20,Ind Res Care Elderly,"1,648.00"
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,26/08/2014,ACTIVE HORIZONS LTD,6342649,Revenue,1MK20,Ind Res Care LD,"1,000.57"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,18/08/2014,ACTIVE TRAVEL,6337396,Revenue,1E+212,Transport Special,"1,530.00"
Adult and Culture,Adult Serv Finance         ,Transfer Payments,18/08/2014,ACTIVE TRAVEL,6337397,Revenue,1E+212,Transport Special,"1,425.00"
Chief Executive's,CD - Communities                 ,Supplies & Services,06/08/2014,AD MERCHANDISE LTD,6305156,Revenue,1ML09,PH - Drugs and alcohol,268.50
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,19/08/2014,ADARE LTD,6337884,Revenue,1FL02,IndividualElectoralRegistrn,"2,456.67"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,19/08/2014,ADARE LTD,6337917,Revenue,1FL02,IndividualElectoralRegistrn,"5,320.21"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,19/08/2014,ADARE LTD,6337972,Revenue,1FL02,IndividualElectoralRegistrn,"2,979.55"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,20/08/2014,ADARE LTD,6339684,Revenue,1FL02,IndividualElectoralRegistrn,"2,402.53"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,27/08/2014,ADARE LTD,6343561,Revenue,1FL02,IndividualElectoralRegistrn,"7,498.00"
Chief Executive's,CD - Electoral Reg               ,Supplies & Services,27/08/2014,ADARE LTD,6343635,Revenue,1FL02,IndividualElectoralRegistrn,"39,363.23"
Environment & Regeneration,NS: District Heating       ,Supplies & Services,08/08/2014,ADC ELECTRICAL CO LTD(F),6316673,Revenue,1KR8E,Build Surv Team,352.50
Environment & Regeneration,NS: District Heating       ,Supplies & Services,15/08/2014,ADC ELECTRICAL CO LTD(F),6333268,Revenue,1KR05,District Heating,289.75
Environment & Regeneration,NS: District Heating       ,Supplies & Services,01/08/2014,ADC ELECTRICAL CO LTD(F),6316672,Revenue,1KR8E,Build Surv Team,352.50
Environment & Regeneration,NS: District Heating       ,Supplies & Services,01/08/2014,ADC ELECTRICAL CO LTD(F),6316674,Revenue,1KR8E,Build Surv Team,475.49
Children's Services,Childrens Services Support       ,Third Party Payments,13/08/2014,ADOPTION UK,6332130,Revenue,1MF10,Adoption Payments,435.00
Environment & Regeneration,NS: Asset Man              ,Premises,20/08/2014,ADT FIRE & SECURITY,6324478,Revenue,1FRA3,CSC Denton,277.66
Environment & Regeneration,NS: Asset Man              ,Premises,22/08/2014,ADT FIRE & SECURITY,6335160,Revenue,1FRA3,CSC Denton,604.00
Environment & Regeneration,CW School Security                     ,Premises,21/08/2014,ADT FIRE & SECURITY,6340786,Revenue,1KJ94,Security Services Delegated,331.26
Environment & Regeneration,CW School Security                     ,Premises,21/08/2014,ADT FIRE & SECURITY,6340827,Revenue,1DQ9L,S&M Trinity Kenton Lodge,276.75
HRA,HRA Planning QS            ,Premises,20/08/2014,ADT FIRE & SECURITY,6330417,Revenue,1HBTC,Planned Tech Maintenance,308.49
Chief Executive's,CD - Accountancy                 ,Supplies & Services,05/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6317554,Revenue,1FF51,Finance,850.00
Chief Executive's,CD - Accountancy                 ,Supplies & Services,06/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6323653,Revenue,1FF51,Finance,850.00
Chief Executive's,CD - Accountancy                 ,Supplies & Services,13/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6331741,Revenue,1FF51,Finance,"8,075.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,27/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6343649,Revenue,1FF51,Finance,"5,950.00"
Chief Executive's,CD - Accountancy                 ,Supplies & Services,22/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6341643,Revenue,1FF51,Finance,"101,435.00"
Chief Executive's,CD - Exchequer Payroll Prep      ,Supplies & Services,07/08/2014,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,6325628,Revenue,1CG30,Accounts Payable,"2,550.00"
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,07/08/2014,ADVANCED CALIBRATIONS LTD,6323900,Revenue,1KR1E,Response East,516.00
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ADVANCED CHILDCARE GROUP,6323348,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ADVANCED CHILDCARE GROUP,6323349,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ADVANCED CHILDCARE GROUP,6323350,Revenue,1MC12,Section 31A High Care Needs,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ADVANCED CHILDCARE GROUP,6323351,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,06/08/2014,ADVANCED CHILDCARE GROUP,6323352,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ADVANCED CHILDCARE GROUP,6342841,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ADVANCED CHILDCARE GROUP,6342842,Revenue,1MC02,Ind Sector Placements,"5,520.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ADVANCED CHILDCARE GROUP,6342843,Revenue,1MC12,Section 31A High Care Needs,"12,540.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ADVANCED CHILDCARE GROUP,6342844,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,26/08/2014,ADVANCED CHILDCARE GROUP,6342845,Revenue,1MC02,Ind Sector Placements,"12,540.00"
Environment & Regeneration,EEC Housing                ,Premises,19/08/2014,ADVANCED CLEANING & MAINTENANCE LTD,6337247,Revenue,1D568,Work in Default Recoverable,822.00
HRA,HRA Tenancy Svs            ,Premises,21/08/2014,ADVANCED CLEANING & MAINTENANCE LTD,6340745,Revenue,1HE01,HRA NHD Mngmnt - Citywide,650.00
HRA,HRA Tenancy Est            ,Premises,22/08/2014,ADVANCED CLEANING & MAINTENANCE LTD,6338674,Revenue,1HE01,HRA NHD Mngmnt - Citywide,482.50
Chief Executive's,CD - Legal Services              ,Supplies & Services,01/08/2014,ADVANCED LEGAL LTD,6319095,Revenue,1FA51,Coroner,"1,050.00"
Environment & Regeneration,NS: District Heating       ,Premises,29/08/2014,ADVANCED WATER TECHNOLOGIES,6335838,Revenue,1KR05,District Heating,"1,365.00"
Environment & Regeneration,Fleet Management System                ,Supplies & Services,08/08/2014,AEBI SCHMIDT UK LTD,6316590,Revenue,3KES1,Fleetmaster Stores Account,449.19
Environment & Regeneration,Fleet Management System                ,Supplies & Services,14/08/2014,AEBI SCHMIDT UK LTD,6320788,Revenue,3KES1,Fleetmaster Stores Account,558.47
Environment & Regeneration,Fleet Management System                ,Supplies & Services,21/08/2014,AEBI SCHMIDT UK LTD,6320789,Revenue,3KES1,Fleetmaster Stores Account,614.87
Environment & Regeneration,Fleet Management System                ,Supplies & Services,26/08/2014,AEBI SCHMIDT UK LTD,6334821,Revenue,3KES1,Fleetmaster Stores Account,"1,212.43"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,08/08/2014,AECOM,6326755,Revenue,1V046,Freight Partnership,"8,241.00"
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,20/08/2014,AECOM,6339516,Revenue,1V046,Freight Partnership,"8,098.50"
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327728,Revenue,1KEMC,Highways,60.00
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327728,Revenue,3KIMF,Highways Stock Account,"6,800.00"
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327729,Revenue,3KIMF,Highways Stock Account,"1,200.00"
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327729,Revenue,1KELJ,Traffic Sig Newcastle Recharge,20.00
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327730,Revenue,1KEMC,Highways,20.00
Environment & Regeneration,Highways                               ,Supplies & Services,11/08/2014,AGD SYSTEMS LTD,6327730,Revenue,3KIMF,Highways Stock Account,"7,360.00"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6323785,Revenue,1MH50,Ind Home Spot Pur PD,"1,780.08"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6323787,Revenue,1MH50,Ind Home Spot Pur PD,"6,321.14"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6323788,Revenue,1MH50,Ind Home Spot Pur PD,273.84
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6325316,Revenue,1MH50,Ind Home Spot Pur PD,"1,665.88"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6328286,Revenue,1MH50,Ind Home Spot Pur PD,"1,460.48"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,11/08/2014,AGE UK NEWCASTLE,6328287,Revenue,1MH50,Ind Home Spot Pur PD,"1,369.20"
Adult and Culture,Adult Serv Finance         ,Third Party Payments,13/08/2014,AGE UK NEWCASTLE,6331870,Revenue,1MH50,Ind Home Spot Pur PD,"6,937.28"
